Реєстраційний номер;Унормована назва;Унормована назва латиницею;Вид географічного об'єкту;Адміністративний статус;Адміністративно-територіальна одиниця (АР Крим, область);Район;Широта;Довгота
П-3194;Дунавець;Dunavets;заповідне урочище;місцевого значення;Чернівецька обл.;р-н Сторожинецький;"N 48°7'5""";"E 25°25'41"""
П-3201;Праліс ясена звичайного;Pralis yasena zvychainoho;заповідне урочище;місцевого значення;Чернівецька обл.;р-н Глибоцький;"N 48°3'50""";"E 26°9'16"""
П-3211;"Молочнобратський карстовий
масив";"Molochnobratskyi karstovyi
masyv";"заказник карстово-
спелеологічний";загальнодержавного значення;Чернівецька обл.;р-н Путильський;"N 47°47'48""";"E 25°7'23"""
П-3212;Чорнопотоцький;Chornopototskyi;"заказник карстово-
спелеологічний";загальнодержавного значення;Чернівецька обл.;р-н Заставнівський;"N 48°32'8""";"E 25°59'1"""
П-3227;Бугаєць;Buhaiets;заповідне урочище;місцевого значення;Чернівецька обл.;р-н Глибоцький;"N 48°4'28""";"E 26°6'16"""
П-3247;Реліктова бучина;Reliktova buchyna;заповідне урочище;місцевого значення;Чернівецька обл.;р-н Хотинський;"N 48°30'18""";"E 26°9'24"""
П-3248;Рибне;Rybne;заповідне урочище;місцевого значення;Чернівецька обл.;р-н Сторожинецький;"N 48°4'28""";"E 25°32'38"""
П-3249;Ринва;Rynva;заповідне урочище;місцевого значення;Чернівецька обл.;р-н Кіцманський;"N 48°19'26""";"E 25°49'12"""
П-3275;Молодівський яр;Molodivskyi yar;заказник ландшафтний;місцевого значення;Чернівецька обл.;р-н Кельменецький;"N 48°32'20""";"E 27°1'26"""
П-3285;Парк ім.Федьковича;Park im.fedkovycha;парк;місцевого значення;Чернівецька обл.;Чернівецька міськрада;"N 48°17'10""";"E 25°59'16"""
П-3335;Совицький рів;Sovytskyi riv;заказник ландшафтний;місцевого значення;Чернівецька обл.;р-н Кіцманський;"N 48°30'40""";"E 25°46'11"""
П-3352;Онутська стінка;Onutska stinka;геологічна пам'ятка природи;місцевого значення;Чернівецька обл.;р-н Заставнівський;"N 48°33'34""";"E 26°3'10"""
П-3372;Два платани;Dva platany;ботанічна пам'ятка природи;місцевого значення;Чернівецька обл.;р-н Вижницький;"N 48°15'26""";"E 25°12'34"""
П-3393;Водоспад Сиручок;Vodospad Syruchok;геологічна пам'ятка природи;місцевого значення;Чернівецька обл.;р-н Путильський;"N 48°8'7""";"E 25°8'26"""
П-3411;"Праліс грабово-буково-
дубовий";Pralis hrabovo-bukovo-dubovyi;ботанічна пам'ятка природи;місцевого значення;Чернівецька обл.;р-н Сторожинецький;"N 47°57'1""";"E 25°43'38"""
П-3412;Праліс дуба скельного;Pralis duba skelnoho;ботанічна пам'ятка природи;місцевого значення;Чернівецька обл.;р-н Глибоцький;"N 48°11'3""";"E 26°0'25"""
П-3451;Садгірська мінеральна;Sadhirska mineralna;гідрологічна пам'ятка природи;місцевого значення;Чернівецька обл.;Чернівецька міськрада;"N 48°21'1""";"E 25°57'9"""
П-3487;Гарячий Урбан;Hariachyi Urban;заказник ландшафтний;місцевого значення;Чернівецька обл.;Чернівецька міськрада;"N 48°17'27""";"E 25°59'37"""
П-350;Черемошський;Cheremoshskyi;заказник іхтіологічний;місцевого значення;Чернівецька обл.;р-н Вижницький;"N 48°11'46""";"E 25°9'36"""
П-3508;Ділянка рідкісних рослин;Dilianka ridkisnykh roslyn;заповідне урочище;місцевого значення;Чернівецька обл.;р-н Глибоцький;"N 48°13'30""";"E 26°0'59"""
П-3530;Озеро Джулин;Ozero Dzhulyn;гідрологічна пам'ятка природи;місцевого значення;Чернівецька обл.;р-н Хотинський;"N 48°24'4""";"E 26°20'21"""
П-3561;Група рідкісних дерев;Hrupa ridkisnykh derev;ботанічна пам'ятка природи;місцевого значення;Чернівецька обл.;Чернівецька міськрада;"N 48°17'10""";"E 25°53'48"""
П-3562;Група рідкісних дерев;Hrupa ridkisnykh derev;ботанічна пам'ятка природи;місцевого значення;Чернівецька обл.;Чернівецька міськрада;"N 48°17'25""";"E 25°54'45"""
П-3597;Берека звичайна;Bereka zvychaina;ботанічна пам'ятка природи;місцевого значення;Чернівецька обл.;Чернівецька міськрада;"N 48°17'43""";"E 25°56'35"""
П-3608;Парк ім.Шіллера;Park im.shillera;парк;місцевого значення;Чернівецька обл.;Чернівецька міськрада;"N 48°17'36""";"E 25°58'7"""
П-3610;Парк Жовтневий;Park Zhovtnevyi;парк;місцевого значення;Чернівецька обл.;Чернівецька міськрада;"N 48°17'28""";"E 25°54'1"""
П-3637;Група рідкісних дерев;Hrupa ridkisnykh derev;ботанічна пам'ятка природи;місцевого значення;Чернівецька обл.;Чернівецька міськрада;"N 48°16'33""";"E 25°56'36"""
П-3638;"Група різновидностей рідкісних
дерев";"Hrupa riznovydnostei ridkisnykh
derev";ботанічна пам'ятка природи;місцевого значення;Чернівецька обл.;Чернівецька міськрада;"N 48°18'0""";"E 25°58'26"""
П-3646;Садгірський;Sadhirskyi;парк;місцевого значення;Чернівецька обл.;Чернівецька міськрада;"N 48°21'56""";"E 25°57'58"""
П-3647;Садгірський;Sadhirskyi;парк;місцевого значення;Чернівецька обл.;Чернівецька міськрада;"N 48°21'7""";"E 25°57'10"""
П-3781;Лавр благородний;Lavr blahorodnyi;ботанічна пам'ятка природи;місцевого значення;Чернівецька обл.;Чернівецька міськрада;"N 48°16'33""";"E 25°58'37"""
П-3785;Магнолія Кобус;Mahnoliia Kobus;ботанічна пам'ятка природи;місцевого значення;Чернівецька обл.;Чернівецька міськрада;"N 48°18'14""";"E 25°54'45"""
П-3806;Чернівецький;Chernivetskyi;дендрологічний парк;загальнодержавного значення;Чернівецька обл.;Чернівецька міськрада;"N 48°15'33""";"E 25°56'22"""
П-3853;Василівський яр;Vasylivskyi yar;заказник ландшафтний;місцевого значення;Чернівецька обл.;р-н Сокирянський;"N 48°31'46""";"E 27°25'54"""
П-3902;Новоселицька мінеральна;Novoselytska mineralna;гідрологічна пам'ятка природи;місцевого значення;Чернівецька обл.;р-н Новоселицький;"N 48°13'7""";"E 26°15'11"""
П-3922;Орестовський;Orestovskyi;заказник іхтіологічний;місцевого значення;Чернівецька обл.;р-н Хотинський;"N 48°31'33""";"E 26°23'0"""
П-3948;"Чернівецький парк культури та
відпочинку ім.Шевченка";"Chernivetskyi park kultury ta
vidpochynku im.shevchenka";парк;місцевого значення;Чернівецька обл.;Чернівецька міськрада;"N 48°17'48""";"E 25°57'13"""
П-3955;Бучок;Buchok;заповідне урочище;місцевого значення;Чернівецька обл.;р-н Хотинський;"N 48°28'21""";"E 26°6'7"""
П-4013;Красноїльський;Krasnoilskyi;парк;місцевого значення;Чернівецька обл.;р-н Сторожинецький;"N 48°1'30""";"E 25°33'16"""
П-4045;Поливанів яр;Polyvaniv yar;заказник ландшафтний;місцевого значення;Чернівецька обл.;р-н Кельменецький;"N 48°32'22""";"E 27°2'51"""
П-405;Чорний Діл;Chornyi Dil;заказник ландшафтний;загальнодержавного значення;Чернівецька обл.;р-н Путильський;"N 47°46'55""";"E 24°57'29"""
П-4086;Вікові липи;Vikovi lypy;ботанічна пам'ятка природи;місцевого значення;Чернівецька обл.;р-н Сокирянський;"N 48°34'44""";"E 27°22'33"""
П-4100;Білка;Bilka;заказник ботанічний;місцевого значення;Чернівецька обл.;р-н Сторожинецький;"N 48°10'58""";"E 25°39'36"""
П-4109;Рукав;Rukav;заповідне урочище;місцевого значення;Чернівецька обл.;р-н Заставнівський;"N 48°26'13""";"E 26°3'25"""
П-4128;Дуб крупноплідний;Dub krupnoplidnyi;ботанічна пам'ятка природи;місцевого значення;Чернівецька обл.;Чернівецька міськрада;"N 48°18'19""";"E 25°54'54"""
П-4175;Вікова діброва;Vikova dibrova;ботанічна пам'ятка природи;місцевого значення;Чернівецька обл.;р-н Глибоцький;"N 48°10'6""";"E 26°0'29"""
П-4176;Гінкго дволопатеве;Hinkho dvolopateve;ботанічна пам'ятка природи;місцевого значення;Чернівецька обл.;Чернівецька міськрада;"N 48°17'19""";"E 25°53'21"""
П-4187;Парк-сквер;Park-skver;парк;місцевого значення;Чернівецька обл.;Чернівецька міськрада;"N 48°17'3""";"E 25°56'4"""
П-4197;Липа срібляста;Lypa sribliasta;ботанічна пам'ятка природи;місцевого значення;Чернівецька обл.;р-н Сокирянський;"N 48°27'7""";"E 27°23'12"""
П-4214;Кедр європейський;Kedr yevropeiskyi;ботанічна пам'ятка природи;місцевого значення;Чернівецька обл.;Чернівецька міськрада;"N 48°18'4""";"E 25°52'45"""
П-4231;Кадубівська стінка;Kadubivska stinka;заказник ландшафтний;загальнодержавного значення;Чернівецька обл.;р-н Заставнівський;"N 48°34'26""";"E 25°42'38"""
П-4236;"Сквер з різновидностями
рідкісних дерев";"Skver z riznovydnostiamy
ridkisnykh derev";ботанічна пам'ятка природи;місцевого значення;Чернівецька обл.;Чернівецька міськрада;"N 48°17'10""";"E 25°55'22"""
П-4244;Кедр європейський;Kedr yevropeiskyi;ботанічна пам'ятка природи;місцевого значення;Чернівецька обл.;Чернівецька міськрада;"N 48°16'16""";"E 25°57'28"""
П-4249;Магнолія Суланжа;Mahnoliia Sulanzha;ботанічна пам'ятка природи;місцевого значення;Чернівецька обл.;Чернівецька міськрада;"N 48°18'19""";"E 25°54'40"""
П-4250;Магнолія Суланжа;Mahnoliia Sulanzha;ботанічна пам'ятка природи;місцевого значення;Чернівецька обл.;Чернівецька міськрада;"N 48°15'59""";"E 25°56'17"""
П-4286;"Сквер з різновидностями
рідкісних дерев";"Skver z riznovydnostiamy
ridkisnykh derev";ботанічна пам'ятка природи;місцевого значення;Чернівецька обл.;Чернівецька міськрада;"N 48°17'41""";"E 25°54'54"""
П-4304;Брендуша;Brendusha;заказник ботанічний;місцевого значення;Чернівецька обл.;р-н Герцаївський;"N 48°6'26""";"E 26°11'46"""
П-4325;Чотири Велетні;Chotyry Veletni;ботанічна пам'ятка природи;місцевого значення;Чернівецька обл.;р-н Герцаївський;"N 48°4'51""";"E 26°11'56"""
П-4340;Городище Корнешти;Horodyshche Korneshty;геологічна пам'ятка природи;місцевого значення;Чернівецька обл.;р-н Хотинський;"N 48°29'14""";"E 26°11'4"""
П-4342;Зарожанська Дача;Zarozhanska Dacha;заказник лісовий;місцевого значення;Чернівецька обл.;р-н Хотинський;"N 48°27'42""";"E 26°15'41"""
П-4404;Митківська стінка;Mytkivska stinka;геологічна пам'ятка природи;місцевого значення;Чернівецька обл.;р-н Заставнівський;"N 48°36'19""";"E 26°1'25"""
П-4416;Білий Потік;Bilyi Potik;комплексна пам'ятка природи;місцевого значення;Чернівецька обл.;р-н Путильський;"N 47°47'37""";"E 24°57'4"""
П-4498;Водоспад Поркулин;Vodospad Porkulyn;геологічна пам'ятка природи;місцевого значення;Чернівецька обл.;р-н Путильський;"N 47°58'42""";"E 25°4'58"""
П-4510;Ділянка дуба звичайного;Dilianka duba zvychainoho;ботанічна пам'ятка природи;місцевого значення;Чернівецька обл.;р-н Глибоцький;"N 48°9'19""";"E 25°59'57"""
П-4524;Німчич;Nimchych;комплексна пам'ятка природи;місцевого значення;Чернівецька обл.;р-н Путильський;"N 48°10'57""";"E 25°9'28"""
П-4536;Колишнє торфовище;Kolyshnie torfovyshche;геологічна пам'ятка природи;місцевого значення;Чернівецька обл.;р-н Хотинський;"N 48°26'16""";"E 26°18'59"""
П-4552;Василишине;Vasylyshyne;заказник орнітологічний;місцевого значення;Чернівецька обл.;р-н Новоселицький;"N 48°20'58""";"E 26°4'50"""
П-4583;Печера Пресподня;Pechera Prespodnia;геологічна пам'ятка природи;місцевого значення;Чернівецька обл.;р-н Хотинський;"N 48°31'23""";"E 26°10'41"""
П-4633;Сіретський;Siretskyi;заказник іхтіологічний;місцевого значення;Чернівецька обл.;р-н Сторожинецький;"N 48°11'13""";"E 25°37'21"""
П-4735;Джерело Поруб;Dzherelo Porub;гідрологічна пам'ятка природи;місцевого значення;Чернівецька обл.;р-н Сокирянський;"N 48°26'36""";"E 27°22'8"""
П-4749;Печера Баламутівська;Pechera Balamutivska;геологічна пам'ятка природи;загальнодержавного значення;Чернівецька обл.;р-н Заставнівський;"N 48°33'7""";"E 26°4'42"""
П-4750;Печера Буковина;Pechera Bukovyna;геологічна пам'ятка природи;загальнодержавного значення;Чернівецька обл.;р-н Новоселицький;"N 48°17'10""";"E 26°32'3"""
П-4751;Печера Піонерка;Pechera Pionerka;геологічна пам'ятка природи;загальнодержавного значення;Чернівецька обл.;р-н Заставнівський;"N 48°33'52""";"E 25°56'58"""
П-4765;Митківський;Mytkivskyi;заказник іхтіологічний;місцевого значення;Чернівецька обл.;р-н Заставнівський;"N 48°36'34""";"E 26°0'47"""
П-4795;Непоротівський;Neporotivskyi;заказник іхтіологічний;місцевого значення;Чернівецька обл.;р-н Сокирянський;"N 48°36'40""";"E 27°17'33"""
П-4800;Баламутівська стінка;Balamutivska stinka;заказник ландшафтний;місцевого значення;Чернівецька обл.;р-н Заставнівський;"N 48°32'26""";"E 26°7'4"""
П-4833;Галицька стінка;Halytska stinka;заказник ландшафтний;місцевого значення;Чернівецька обл.;р-н Сокирянський;"N 48°35'35""";"E 27°18'38"""
П-4835;Гриняцька стінка 2;Hryniatska stinka 2;заказник ландшафтний;місцевого значення;Чернівецька обл.;р-н Хотинський;"N 48°32'22""";"E 26°9'0"""
П-4857;"Стратотип пригородської свити
силуру";"Stratotyp pryhorodskoi svyty
syluru";геологічна пам'ятка природи;місцевого значення;Чернівецька обл.;р-н Хотинський;"N 48°32'27""";"E 26°28'0"""
П-4877;Буковинка;Bukovynka;ботанічна пам'ятка природи;місцевого значення;Чернівецька обл.;р-н Путильський;"N 47°47'25""";"E 25°8'21"""
П-4887;Джерело Хотинське;Dzherelo Khotynske;гідрологічна пам'ятка природи;місцевого значення;Чернівецька обл.;р-н Хотинський;"N 48°31'9""";"E 26°28'36"""
П-4915;Віковий дуб;Vikovyi dub;ботанічна пам'ятка природи;місцевого значення;Чернівецька обл.;р-н Глибоцький;"N 48°10'44""";"E 26°0'51"""
П-4949;Ділянка лікарських рослин;Dilianka likarskykh roslyn;ботанічна пам'ятка природи;місцевого значення;Чернівецька обл.;р-н Глибоцький;"N 48°9'9""";"E 26°1'11"""
П-4982;Насадження дуба звичайного;Nasadzhennia duba zvychainoho;ботанічна пам'ятка природи;місцевого значення;Чернівецька обл.;р-н Глибоцький;"N 48°8'2""";"E 26°2'20"""
П-4988;Сторічний дуб;Storichnyi dub;ботанічна пам'ятка природи;місцевого значення;Чернівецька обл.;р-н Сокирянський;"N 48°30'0""";"E 27°12'57"""
П-5024;Бабинський карст;Babynskyi karst;геологічна пам'ятка природи;місцевого значення;Чернівецька обл.;р-н Кельменецький;"N 48°32'15""";"E 26°51'29"""
П-5032;"Киселівський дендрологічний
парк ""Гайдейка""";"Kyselivskyi dendrolohichnyi park
""haideika""";дендрологічний парк;місцевого значення;Чернівецька обл.;р-н Кіцманський;"N 48°34'48""";"E 25°39'52"""
П-5058;Водоспад Бисків;Vodospad Byskiv;геологічна пам'ятка природи;місцевого значення;Чернівецька обл.;р-н Путильський;"N 48°5'46""";"E 25°4'38"""
П-5059;Водоспад Кізя;Vodospad Kizia;геологічна пам'ятка природи;місцевого значення;Чернівецька обл.;р-н Путильський;"N 48°6'13""";"E 25°4'31"""
П-5069;Прутська заплава;Prutska zaplava;заказник ландшафтний;місцевого значення;Чернівецька обл.;р-н Новоселицький;"N 48°12'17""";"E 26°26'41"""
П-5077;Боєрул Стурза;Boierul Sturza;ботанічна пам'ятка природи;місцевого значення;Чернівецька обл.;р-н Герцаївський;"N 48°7'12""";"E 26°13'26"""
П-5117;Вісім горіхів гікорі;Visim horikhiv hikori;ботанічна пам'ятка природи;місцевого значення;Чернівецька обл.;р-н Глибоцький;"N 48°10'0""";"E 26°1'2"""
П-5173;Маловатий;Malovatyi;заповідне урочище;місцевого значення;Чернівецька обл.;р-н Сторожинецький;"N 48°9'39""";"E 25°49'48"""
П-5179;Зубровиця;Zubrovytsia;заказник загальнозоологічний;місцевого значення;Чернівецька обл.;р-н Сторожинецький;"N 48°3'23""";"E 25°28'51"""
П-5203;"Стратотип звенигородської
свити силуру";"Stratotyp zvenyhorodskoi svyty
syluru";геологічна пам'ятка природи;місцевого значення;Чернівецька обл.;р-н Хотинський;"N 48°30'9""";"E 26°16'23"""
П-5209;Павлюково;Pavliukovo;заповідне урочище;місцевого значення;Чернівецька обл.;р-н Путильський;"N 48°1'47""";"E 25°10'36"""
П-526;Анкер;Anker;заказник ботанічний;місцевого значення;Чернівецька обл.;р-н Герцаївський;"N 48°5'41""";"E 26°11'57"""
П-5386;Шилівський ліс;Shylivskyi lis;ботанічна пам'ятка природи;загальнодержавного значення;Чернівецька обл.;р-н Хотинський;"N 48°27'12""";"E 26°9'38"""
П-5389;Печера Попелюшка;Pechera Popeliushka;геологічна пам'ятка природи;загальнодержавного значення;Чернівецька обл.;р-н Новоселицький;"N 48°17'4""";"E 26°37'44"""
П-5443;Праліс буково-дубовий;Pralis bukovo-dubovyi;ботанічна пам'ятка природи;місцевого значення;Чернівецька обл.;р-н Глибоцький;"N 48°3'54""";"E 26°10'21"""
П-5499;Куютинський;Kuiutynskyi;заказник іхтіологічний;місцевого значення;Чернівецька обл.;р-н Сокирянський;"N 48°36'16""";"E 27°20'45"""
П-5509;Сосна чорна;Sosna chorna;ботанічна пам'ятка природи;місцевого значення;Чернівецька обл.;р-н Сокирянський;"N 48°35'28""";"E 27°21'35"""
П-5551;Францталь;Frantstal;ботанічна пам'ятка природи;місцевого значення;Чернівецька обл.;р-н Глибоцький;"N 48°8'2""";"E 26°0'53"""
П-5567;Буково-дубова ділянка;Bukovo-dubova dilianka;ботанічна пам'ятка природи;місцевого значення;Чернівецька обл.;р-н Заставнівський;"N 48°25'41""";"E 26°1'31"""
П-5585;Ялина колюча;Yalyna koliucha;ботанічна пам'ятка природи;місцевого значення;Чернівецька обл.;Чернівецька міськрада;"N 48°16'43""";"E 25°56'26"""
П-5589;Бульбони;Bulbony;геологічна пам'ятка природи;місцевого значення;Чернівецька обл.;р-н Хотинський;"N 48°26'59""";"E 26°32'34"""
П-5599;Парк-сквер;Park-skver;парк;місцевого значення;Чернівецька обл.;Чернівецька міськрада;"N 48°16'23""";"E 25°56'32"""
П-5630;Парк-сквер;Park-skver;парк;місцевого значення;Чернівецька обл.;Чернівецька міськрада;"N 48°16'55""";"E 25°55'48"""
П-61;Вижницький;Vyzhnytskyi;національний природний парк;загальнодержавного значення;Чернівецька обл.;р-н Вижницький;"N 48°11'30""";"E 25°13'26"""
П-684;Мальованка;Malovanka;заказник ботанічний;місцевого значення;Чернівецька обл.;р-н Сторожинецький;"N 48°15'14""";"E 25°52'56"""
П-818;Боргиня;Borhynia;заказник лісовий;місцевого значення;Чернівецька обл.;р-н Путильський;"N 47°55'12""";"E 25°6'13"""
П-837;Джерело;Dzherelo;заказник лісовий;місцевого значення;Чернівецька обл.;р-н Глибоцький;"N 48°10'30""";"E 26°0'19"""
П-84;Хотинський;Khotynskyi;національний природний парк;загальнодержавного значення;Чернівецька обл.;"р-н Хотинський, р-н
Кельменецький, р-н
Сокирянський";"N 48°30'34""";"E 26°29'31"""
П-844;Еталонне насадження бука;Etalonne nasadzhennia buka;заказник лісовий;місцевого значення;Чернівецька обл.;р-н Сторожинецький;"N 48°8'47""";"E 25°47'18"""
П-86;Черемоський;Cheremoskyi;національний природний парк;загальнодержавного значення;Чернівецька обл.;р-н Путильський;"N 47°59'43""";"E 25°5'44"""
