Реєстраційний номер;Унормована назва;Унормована назва латиницею;Вид географічного об'єкту;Адміністративний статус;Адміністративно-територіальна одиниця (АР Крим, область);Район;Широта;Довгота
П-4198;Липова алея;Lypova aleia;ботанічна пам'ятка природи;місцевого значення;Тернопільська обл.;р-н Кременецький;"N 50°0'36""";"E 25°30'59"""
П-4203;Папірнянська діброва;Papirnianska dibrova;ботанічна пам'ятка природи;місцевого значення;Тернопільська обл.;р-н Теребовлянський;"N 49°9'7""";"E 25°46'45"""
П-4206;Гінкго дволопатеве;Hinkho dvolopateve;ботанічна пам'ятка природи;місцевого значення;Тернопільська обл.;р-н Заліщицький;"N 48°39'29""";"E 25°44'15"""
П-4208;Гермаківські липи;Hermakivski lypy;ботанічна пам'ятка природи;місцевого значення;Тернопільська обл.;р-н Борщівський;"N 48°43'14""";"E 26°9'48"""
П-4216;Печера Улашківська;Pechera Ulashkivska;геологічна пам'ятка природи;місцевого значення;Тернопільська обл.;р-н Чортківський;"N 48°54'3""";"E 25°51'6"""
П-4223;Джерело в Маркові;Dzherelo v Markovi;гідрологічна пам'ятка природи;місцевого значення;Тернопільська обл.;р-н Монастириський;"N 49°9'27""";"E 25°3'45"""
П-4233;Білокриницький;Bilokrynytskyi;дендрологічний парк;місцевого значення;Тернопільська обл.;р-н Кременецький;"N 50°8'29""";"E 25°43'46"""
П-4246;Кур'янівська бучина;Kurianivska buchyna;ботанічна пам'ятка природи;місцевого значення;Тернопільська обл.;р-н Бережанський;"N 49°25'5""";"E 24°48'31"""
П-4247;Кур'янівська липа;Kurianivska lypa;ботанічна пам'ятка природи;місцевого значення;Тернопільська обл.;р-н Бережанський;"N 49°25'6""";"E 24°50'7"""
П-4248;Кур'янівський модринник;Kurianivskyi modrynnyk;ботанічна пам'ятка природи;місцевого значення;Тернопільська обл.;р-н Бережанський;"N 49°27'34""";"E 24°45'54"""
П-4253;Мужилівська діброва;Muzhylivska dibrova;ботанічна пам'ятка природи;місцевого значення;Тернопільська обл.;р-н Підгаєцький;"N 49°18'59""";"E 25°5'6"""
П-4254;Налужанське джерело;Naluzhanske dzherelo;гідрологічна пам'ятка природи;місцевого значення;Тернопільська обл.;р-н Теребовлянський;"N 49°21'17""";"E 25°36'58"""
П-4273;Теребовлянська бучина;Terebovlianska buchyna;ботанічна пам'ятка природи;місцевого значення;Тернопільська обл.;р-н Теребовлянський;"N 49°20'26""";"E 25°41'35"""
П-4274;Теребовлянська дубина;Terebovlianska dubyna;ботанічна пам'ятка природи;місцевого значення;Тернопільська обл.;р-н Теребовлянський;"N 49°20'40""";"E 25°40'8"""
П-4275;Тернопільська діброва;Ternopilska dibrova;ботанічна пам'ятка природи;місцевого значення;Тернопільська обл.;р-н Тернопільський;"N 49°30'41""";"E 25°32'14"""
П-4277;Урманська бучина;Urmanska buchyna;ботанічна пам'ятка природи;місцевого значення;Тернопільська обл.;р-н Бережанський;"N 49°33'17""";"E 24°58'16"""
П-4278;Урочище Лисиця;Urochyshche Lysytsia;ботанічна пам'ятка природи;місцевого значення;Тернопільська обл.;р-н Бережанський;"N 49°29'14""";"E 24°47'34"""
П-4285;Платан лондонський;Platan londonskyi;ботанічна пам'ятка природи;місцевого значення;Тернопільська обл.;р-н Шумський;"N 50°6'1""";"E 26°9'34"""
П-4288;Сосна звичайна;Sosna zvychaina;ботанічна пам'ятка природи;місцевого значення;Тернопільська обл.;р-н Шумський;"N 50°11'33""";"E 26°8'9"""
П-4289;Сосна звичайна;Sosna zvychaina;ботанічна пам'ятка природи;місцевого значення;Тернопільська обл.;р-н Шумський;"N 50°11'31""";"E 26°7'44"""
П-4295;Озерянський;Ozerianskyi;заказник загальнозоологічний;місцевого значення;Тернопільська обл.;р-н Борщівський;"N 48°53'4""";"E 25°58'45"""
П-4307;Урочище Романського;Urochyshche Romanskoho;заказник ботанічний;місцевого значення;Тернопільська обл.;р-н Борщівський;"N 48°42'21""";"E 26°9'40"""
П-4314;Яблунівська липа;Yablunivska lypa;ботанічна пам'ятка природи;місцевого значення;Тернопільська обл.;р-н Гусятинський;"N 49°9'30""";"E 25°51'26"""
П-4324;Чорнокорі буки;Chornokori buky;ботанічна пам'ятка природи;місцевого значення;Тернопільська обл.;р-н Козівський;"N 49°26'53""";"E 25°20'4"""
П-4327;Чумацька ділянка;Chumatska dilianka;ботанічна пам'ятка природи;місцевого значення;Тернопільська обл.;р-н Збаразький;"N 49°33'6""";"E 25°52'17"""
П-4330;Девонські відклади;Devonski vidklady;геологічна пам'ятка природи;місцевого значення;Тернопільська обл.;р-н Борщівський;"N 48°41'29""";"E 26°5'46"""
П-4335;Сапогівські буки;Sapohivski buky;ботанічна пам'ятка природи;місцевого значення;Тернопільська обл.;р-н Борщівський;"N 48°44'14""";"E 26°4'16"""
П-4337;"Альбські відклади в Більче-
Золотому";Albski vidklady v Bilche-Zolotomu;геологічна пам'ятка природи;місцевого значення;Тернопільська обл.;р-н Борщівський;"N 48°47'2""";"E 25°53'40"""
П-4345;Гора Лисоня;Hora Lysonia;заказник ботанічний;місцевого значення;Тернопільська обл.;р-н Бережанський;"N 49°25'1""";"E 24°59'1"""
П-4372;"Устецький розріз нижнього
девону";"Ustetskyi rozriz nyzhnoho
devonu";геологічна пам'ятка природи;місцевого значення;Тернопільська обл.;р-н Заліщицький;"N 48°46'0""";"E 25°37'58"""
П-4375;Старий парк;Staryi park;парк;місцевого значення;Тернопільська обл.;Тернопільська міськрада;"N 49°34'16""";"E 25°36'25"""
П-4423;Урочище Сторожисько;Urochyshche Storozhysko;заказник ботанічний;місцевого значення;Тернопільська обл.;Бережанська міськрада;"N 49°27'14""";"E 24°55'9"""
П-4441;Болото Скабор;Boloto Skabor;гідрологічна пам'ятка природи;місцевого значення;Тернопільська обл.;р-н Теребовлянський;"N 49°17'40""";"E 25°31'56"""
П-4464;Могила;Mohyla;заказник ботанічний;місцевого значення;Тернопільська обл.;р-н Бережанський;"N 49°23'34""";"E 24°50'21"""
П-4490;Вовковецький;Vovkovetskyi;заказник ботанічний;місцевого значення;Тернопільська обл.;р-н Борщівський;"N 48°45'45""";"E 26°7'33"""
П-4500;Гора Червоний камінь;Hora Chervonyi kamin;геологічна пам'ятка природи;місцевого значення;Тернопільська обл.;р-н Шумський;"N 50°14'40""";"E 25°55'34"""
П-4501;Гравітаційні складки;Hravitatsiini skladky;геологічна пам'ятка природи;місцевого значення;Тернопільська обл.;р-н Чортківський;"N 48°58'44""";"E 25°48'20"""
П-4511;"Відслонення нижнього сармату
в Залісцях";"Vidslonennia nyzhnoho sarmatu
v Zalistsiakh";геологічна пам'ятка природи;місцевого значення;Тернопільська обл.;р-н Шумський;"N 49°58'12""";"E 25°53'48"""
П-4531;Заплава річки Жирак;Zaplava richky Zhyrak;заказник ботанічний;місцевого значення;Тернопільська обл.;р-н Лановецький;"N 49°47'1""";"E 25°55'2"""
П-4538;Кур'янівські феномени;Kurianivski fenomeny;геологічна пам'ятка природи;місцевого значення;Тернопільська обл.;р-н Бережанський;"N 49°25'12""";"E 24°51'9"""
П-4546;"Резерват клонів дуба
звичайного";"Rezervat kloniv duba
zvychainoho";заказник лісовий;місцевого значення;Тернопільська обл.;р-н Чортківський;"N 49°3'24""";"E 25°44'23"""
П-4575;Останці Подільських Товтр;Ostantsi Podilskykh Tovtr;геологічна пам'ятка природи;місцевого значення;Тернопільська обл.;р-н Зборівський;"N 49°46'13""";"E 25°30'21"""
П-4576;Останці Сарматського моря;Ostantsi Sarmatskoho moria;геологічна пам'ятка природи;місцевого значення;Тернопільська обл.;р-н Підволочиський;"N 49°32'18""";"E 25°53'34"""
П-4577;"Переволоцькі травертинові
скелі";Perevolotski travertynovi skeli;геологічна пам'ятка природи;місцевого значення;Тернопільська обл.;р-н Бучацький;"N 49°7'1""";"E 25°20'21"""
П-4580;Печера Збручанська;Pechera Zbruchanska;геологічна пам'ятка природи;місцевого значення;Тернопільська обл.;р-н Борщівський;"N 48°40'2""";"E 26°14'42"""
П-4581;Печера На Хомах;Pechera Na Khomakh;геологічна пам'ятка природи;місцевого значення;Тернопільська обл.;р-н Борщівський;"N 48°41'12""";"E 26°5'5"""
П-4582;Печера Нагірянська;Pechera Nahirianska;геологічна пам'ятка природи;місцевого значення;Тернопільська обл.;р-н Заліщицький;"N 48°48'23""";"E 25°36'21"""
П-4597;Великомлинівецький берест;Velykomlynivetskyi berest;ботанічна пам'ятка природи;місцевого значення;Тернопільська обл.;р-н Кременецький;"N 50°6'58""";"E 25°40'16"""
П-4602;Дуб Полупанівський;Dub Polupanivskyi;ботанічна пам'ятка природи;місцевого значення;Тернопільська обл.;р-н Підволочиський;"N 49°28'5""";"E 26°0'13"""
П-4612;Урочище Чагарі кутківецькі;Urochyshche Chahari kutkivetski;заказник ботанічний;місцевого значення;Тернопільська обл.;р-н Тернопільський;"N 49°32'42""";"E 25°32'11"""
П-4614;Печера Язичеська;Pechera Yazycheska;геологічна пам'ятка природи;місцевого значення;Тернопільська обл.;р-н Борщівський;"N 48°45'4""";"E 25°52'1"""
П-4619;Скелі Словацького;Skeli Slovatskoho;геологічна пам'ятка природи;місцевого значення;Тернопільська обл.;Кременецька міськрада;"N 50°5'39""";"E 25°42'25"""
П-4621;Скелі семи джерел;Skeli semy dzherel;геологічна пам'ятка природи;місцевого значення;Тернопільська обл.;р-н Бучацький;"N 48°56'27""";"E 25°25'10"""
П-4656;Травертинові скелі;Travertynovi skeli;геологічна пам'ятка природи;місцевого значення;Тернопільська обл.;р-н Заліщицький;"N 48°49'54""";"E 25°27'52"""
П-4659;Яр Жаб'як;Yar Zhabiak;геологічна пам'ятка природи;місцевого значення;Тернопільська обл.;р-н Збаразький;"N 49°55'46""";"E 25°39'9"""
П-4664;"Заліщицький горизонт
нижнього девону";"Zalishchytskyi horyzont
nyzhnoho devonu";геологічна пам'ятка природи;місцевого значення;Тернопільська обл.;р-н Заліщицький;"N 48°40'15""";"E 25°39'41"""
П-4673;Джерела в селі Ніще;Dzherela v seli Nishche;гідрологічна пам'ятка природи;місцевого значення;Тернопільська обл.;р-н Зборівський;"N 49°48'26""";"E 25°8'8"""
П-4681;Шляхтинецький;Shliakhtynetskyi;заказник ботанічний;місцевого значення;Тернопільська обл.;р-н Тернопільський;"N 49°36'52""";"E 25°40'39"""
П-4700;Горожанка;Horozhanka;заказник ботанічний;місцевого значення;Тернопільська обл.;р-н Монастириський;"N 49°8'25""";"E 24°56'4"""
П-4705;Яблунівський;Yablunivskyi;заказник ботанічний;загальнодержавного значення;Тернопільська обл.;р-н Гусятинський;"N 49°7'18""";"E 25°49'58"""
П-4738;Ішківський;Ishkivskyi;заказник орнітологічний;місцевого значення;Тернопільська обл.;р-н Козівський;"N 49°25'6""";"E 25°21'37"""
П-4742;Малобережецький;Maloberezhetskyi;заказник гідрологічний;місцевого значення;Тернопільська обл.;р-н Кременецький;"N 50°6'40""";"E 25°38'39"""
П-4773;Долина джерел в Торках;Dolyna dzherel v Torkakh;гідрологічна пам'ятка природи;місцевого значення;Тернопільська обл.;р-н Козівський;"N 49°23'53""";"E 25°5'39"""
П-4805;Королівське джерело;Korolivske dzherelo;гідрологічна пам'ятка природи;місцевого значення;Тернопільська обл.;р-н Борщівський;"N 48°44'35""";"E 25°59'56"""
П-4814;Бережанська бучина;Berezhanska buchyna;ботанічна пам'ятка природи;місцевого значення;Тернопільська обл.;р-н Бережанський;"N 49°25'17""";"E 24°48'40"""
П-4818;Дуб пірамідальної форми;Dub piramidalnoi formy;ботанічна пам'ятка природи;місцевого значення;Тернопільська обл.;р-н Чортківський;"N 49°5'14""";"E 25°43'23"""
П-4820;Дубівська липа;Dubivska lypa;ботанічна пам'ятка природи;місцевого значення;Тернопільська обл.;р-н Борщівський;"N 48°55'31""";"E 26°7'31"""
П-4829;"Каскад русилівських
водоспадів";Kaskad rusylivskykh vodospadiv;гідрологічна пам'ятка природи;місцевого значення;Тернопільська обл.;р-н Бучацький;"N 48°57'43""";"E 25°24'57"""
П-4845;Останці Подільських товтрів;Ostantsi Podilskykh tovtriv;геологічна пам'ятка природи;місцевого значення;Тернопільська обл.;р-н Підволочиський;"N 49°27'14""";"E 25°59'54"""
П-4847;Печера Двох озер;Pechera Dvokh ozer;геологічна пам'ятка природи;місцевого значення;Тернопільська обл.;р-н Борщівський;"N 48°42'11""";"E 26°2'3"""
П-4848;Печера Жолоби;Pechera Zholoby;геологічна пам'ятка природи;місцевого значення;Тернопільська обл.;р-н Бучацький;"N 48°54'56""";"E 25°23'9"""
П-4852;Лисичниківські липи;Lysychnykivski lypy;ботанічна пам'ятка природи;місцевого значення;Тернопільська обл.;р-н Заліщицький;"N 48°42'29""";"E 25°48'47"""
П-4854;Огризківські буки;Ohryzkivski buky;ботанічна пам'ятка природи;місцевого значення;Тернопільська обл.;р-н Лановецький;"N 49°46'37""";"E 26°4'59"""
П-4858;Тернопільське джерело;Ternopilske dzherelo;гідрологічна пам'ятка природи;місцевого значення;Тернопільська обл.;Тернопільська міськрада;"N 49°33'10""";"E 25°38'5"""
П-4902;Горішньоівачівський;Horishnoivachivskyi;заказник гідрологічний;місцевого значення;Тернопільська обл.;р-н Тернопільський;"N 49°38'49""";"E 25°31'51"""
П-4918;Панські джерела;Panski dzherela;гідрологічна пам'ятка природи;місцевого значення;Тернопільська обл.;р-н Бережанський;"N 49°23'45""";"E 24°54'24"""
П-4921;Скориківське болото;Skorykivske boloto;гідрологічна пам'ятка природи;місцевого значення;Тернопільська обл.;р-н Підволочиський;"N 49°35'19""";"E 26°7'47"""
П-4951;"Ділянка цілини в урочищі
Гутисько";"Dilianka tsilyny v urochyshchi
Hutysko";ботанічна пам'ятка природи;місцевого значення;Тернопільська обл.;р-н Бережанський;"N 49°23'23""";"E 24°49'54"""
П-4977;Шупарський;Shuparskyi;заказник ботанічний;загальнодержавного значення;Тернопільська обл.;р-н Борщівський;"N 48°41'45""";"E 26°0'4"""
П-5005;Мединський;Medynskyi;заказник гідрологічний;місцевого значення;Тернопільська обл.;р-н Підволочиський;"N 49°37'35""";"E 26°7'28"""
П-5009;"Іване-Золотецький розріз
нижнього девону";"Ivane-Zolotetskyi rozriz
nyzhnoho devonu";геологічна пам'ятка природи;місцевого значення;Тернопільська обл.;р-н Заліщицький;"N 48°43'32""";"E 25°37'50"""
П-5020;Цвітівська липа;Tsvitivska lypa;ботанічна пам'ятка природи;місцевого значення;Тернопільська обл.;р-н Бучацький;"N 49°1'14""";"E 25°27'36"""
П-5023;Шкільна липа;Shkilna lypa;ботанічна пам'ятка природи;місцевого значення;Тернопільська обл.;р-н Кременецький;"N 49°52'22""";"E 25°38'24"""
П-5033;Бережанський;Berezhanskyi;дендрологічний парк;місцевого значення;Тернопільська обл.;Бережанська міськрада;"N 49°25'46""";"E 24°54'8"""
П-5056;"Відслонення девону в с.Вістря
No1";"Vidslonennia devonu v s.vistria
No1";геологічна пам'ятка природи;місцевого значення;Тернопільська обл.;р-н Монастириський;"N 48°56'11""";"E 25°8'50"""
П-5057;"Відслонення девону в с.Вістря
No2";"Vidslonennia devonu v s.vistria
No2";геологічна пам'ятка природи;місцевого значення;Тернопільська обл.;р-н Монастириський;"N 48°55'56""";"E 25°8'47"""
П-5071;Більче-Золотецькі тополі;Bilche-Zolotetski topoli;ботанічна пам'ятка природи;місцевого значення;Тернопільська обл.;р-н Борщівський;"N 48°46'46""";"E 25°53'54"""
П-5072;Більче-Золотецька ділянка No1;Bilche-Zolotetska dilianka No1;ботанічна пам'ятка природи;місцевого значення;Тернопільська обл.;р-н Борщівський;"N 48°46'48""";"E 25°54'19"""
П-5073;Більче-Золотецька ділянка No2;Bilche-Zolotetska dilianka No2;ботанічна пам'ятка природи;місцевого значення;Тернопільська обл.;р-н Борщівський;"N 48°46'26""";"E 25°54'32"""
П-5074;Біогрупа з 9-х вікових буків;Biohrupa z 9-kh vikovykh bukiv;ботанічна пам'ятка природи;місцевого значення;Тернопільська обл.;р-н Збаразький;"N 49°41'35""";"E 25°42'18"""
П-5078;Бук лісовий;Buk lisovyi;ботанічна пам'ятка природи;місцевого значення;Тернопільська обл.;р-н Бережанський;"N 49°34'59""";"E 24°55'29"""
П-5079;Бук лісовий;Buk lisovyi;ботанічна пам'ятка природи;місцевого значення;Тернопільська обл.;р-н Бережанський;"N 49°29'10""";"E 24°46'23"""
П-5083;Дністровські феномени;Dnistrovski fenomeny;геологічна пам'ятка природи;місцевого значення;Тернопільська обл.;р-н Заліщицький;"N 48°40'28""";"E 25°47'45"""
П-5084;Дорогичівські скелі;Dorohychivski skeli;геологічна пам'ятка природи;місцевого значення;Тернопільська обл.;р-н Заліщицький;"N 48°50'13""";"E 25°30'40"""
П-5085;Карстові лійки в Шумлянах;Karstovi liiky v Shumlianakh;геологічна пам'ятка природи;місцевого значення;Тернопільська обл.;р-н Підгаєцький;"N 49°17'0""";"E 24°51'57"""
П-5086;Карстова лійка Мархонівка;Karstova liika Markhonivka;геологічна пам'ятка природи;місцевого значення;Тернопільська обл.;р-н Заліщицький;"N 48°42'45""";"E 25°54'59"""
П-5087;"Міоценові відклади в
Добриводах";"Miotsenovi vidklady v
Dobryvodakh";геологічна пам'ятка природи;місцевого значення;Тернопільська обл.;р-н Збаразький;"N 49°43'11""";"E 25°37'9"""
П-5088;"Місце знахідок решток
мамонта";"Mistse znakhidok reshtok
mamonta";геологічна пам'ятка природи;місцевого значення;Тернопільська обл.;р-н Збаразький;"N 49°53'53""";"E 25°45'28"""
П-5104;Мала Андруга;Mala Andruha;заказник ботанічний;місцевого значення;Тернопільська обл.;р-н Кременецький;"N 50°9'22""";"E 25°45'11"""
П-5106;Малоурманський;Malourmanskyi;заказник ботанічний;місцевого значення;Тернопільська обл.;р-н Бережанський;"N 49°34'25""";"E 24°56'11"""
П-5107;Підгорянський;Pidhorianskyi;заказник ботанічний;місцевого значення;Тернопільська обл.;р-н Теребовлянський;"N 49°16'44""";"E 25°42'9"""
П-5109;Пищатинський;Pyshchatynskyi;заказник ботанічний;місцевого значення;Тернопільська обл.;р-н Борщівський;"N 48°47'25""";"E 26°0'45"""
П-5110;Бундук канадський;Bunduk kanadskyi;ботанічна пам'ятка природи;місцевого значення;Тернопільська обл.;р-н Заліщицький;"N 48°39'36""";"E 25°44'53"""
П-5111;Бучина в урочищі Братерщина;"Buchyna v urochyshchi
Bratershchyna";ботанічна пам'ятка природи;місцевого значення;Тернопільська обл.;р-н Лановецький;"N 49°56'14""";"E 25°56'49"""
П-5114;Вікові дерева модрини;Vikovi dereva modryny;ботанічна пам'ятка природи;місцевого значення;Тернопільська обл.;р-н Тернопільський;"N 49°30'33""";"E 25°32'31"""
П-5116;Вікові дуби;Vikovi duby;ботанічна пам'ятка природи;місцевого значення;Тернопільська обл.;р-н Борщівський;"N 48°47'56""";"E 26°3'24"""
П-5118;Вістрянська діброва;Vistrianska dibrova;ботанічна пам'ятка природи;місцевого значення;Тернопільська обл.;р-н Монастириський;"N 48°55'20""";"E 25°7'33"""
П-5121;Плейстоценові відклади;Pleistotsenovi vidklady;геологічна пам'ятка природи;місцевого значення;Тернопільська обл.;р-н Лановецький;"N 49°47'43""";"E 26°4'45"""
П-5122;"Плейстоценові відклади
грунтіів";Pleistotsenovi vidklady hruntiiv;геологічна пам'ятка природи;місцевого значення;Тернопільська обл.;р-н Збаразький;"N 49°39'56""";"E 25°47'0"""
П-5124;Сеноманські богатирі;Senomanski bohatyri;геологічна пам'ятка природи;місцевого значення;Тернопільська обл.;р-н Заліщицький;"N 48°40'36""";"E 25°51'0"""
П-5127;Залізецьке джерело;Zalizetske dzherelo;гідрологічна пам'ятка природи;місцевого значення;Тернопільська обл.;р-н Зборівський;"N 49°47'52""";"E 25°22'36"""
П-5140;Урочище Вивірки;Urochyshche Vyvirky;заказник ботанічний;місцевого значення;Тернопільська обл.;р-н Підгаєцький;"N 49°11'59""";"E 24°59'55"""
П-5142;Урочище Каштелянка;Urochyshche Kashtelianka;заказник ботанічний;місцевого значення;Тернопільська обл.;р-н Заліщицький;"N 48°44'19""";"E 25°47'18"""
П-5145;Горинський;Horynskyi;заказник гідрологічний;місцевого значення;Тернопільська обл.;р-н Кременецький;"N 49°52'38""";"E 25°33'15"""
П-5146;Збручанський;Zbruchanskyi;заказник гідрологічний;місцевого значення;Тернопільська обл.;р-н Підволочиський;"N 49°34'53""";"E 26°10'11"""
П-5148;Вадівська бучина;Vadivska buchyna;ботанічна пам'ятка природи;місцевого значення;Тернопільська обл.;р-н Бучацький;"N 48°56'9""";"E 25°13'49"""
П-5149;Гермаківська бучина;Hermakivska buchyna;ботанічна пам'ятка природи;місцевого значення;Тернопільська обл.;р-н Борщівський;"N 48°43'42""";"E 26°9'44"""
П-5150;Гніздо лип No1;Hnizdo lyp No1;ботанічна пам'ятка природи;місцевого значення;Тернопільська обл.;р-н Бучацький;"N 49°3'55""";"E 25°23'47"""
П-5151;Гніздо лип No2;Hnizdo lyp No2;ботанічна пам'ятка природи;місцевого значення;Тернопільська обл.;р-н Бучацький;"N 49°3'33""";"E 25°23'27"""
П-5152;Горіх ведмежий No2;Horikh vedmezhyi No2;ботанічна пам'ятка природи;місцевого значення;Тернопільська обл.;р-н Теребовлянський;"N 49°20'38""";"E 25°40'30"""
П-5153;Горіх чорний;Horikh chornyi;ботанічна пам'ятка природи;місцевого значення;Тернопільська обл.;р-н Підгаєцький;"N 49°11'45""";"E 25°1'9"""
П-5154;Горіх чорний;Horikh chornyi;ботанічна пам'ятка природи;місцевого значення;Тернопільська обл.;р-н Заліщицький;"N 48°49'15""";"E 25°35'28"""
П-5155;Горіх чорний;Horikh chornyi;ботанічна пам'ятка природи;місцевого значення;Тернопільська обл.;р-н Заліщицький;"N 48°44'35""";"E 25°45'9"""
П-5157;Зелена криниця No1;Zelena krynytsia No1;гідрологічна пам'ятка природи;місцевого значення;Тернопільська обл.;р-н Лановецький;"N 49°45'18""";"E 26°6'28"""
П-5158;Гора Довбуша;Hora Dovbusha;геологічна пам'ятка природи;місцевого значення;Тернопільська обл.;р-н Збаразький;"N 49°40'3""";"E 25°41'53"""
П-5159;Бобрів гай;Bobriv hai;заповідне урочище;місцевого значення;Тернопільська обл.;р-н Шумський;"N 50°5'37""";"E 26°7'17"""
П-5160;Урочище Колодно No1;Urochyshche Kolodno No1;заказник ботанічний;місцевого значення;Тернопільська обл.;р-н Збаразький;"N 49°44'13""";"E 25°44'17"""
П-5161;Урочище Колодно No2;Urochyshche Kolodno No2;заказник ботанічний;місцевого значення;Тернопільська обл.;р-н Збаразький;"N 49°43'46""";"E 25°44'6"""
П-5162;Урочище Кривиця;Urochyshche Kryvytsia;заказник ботанічний;місцевого значення;Тернопільська обл.;р-н Борщівський;"N 48°36'22""";"E 26°18'43"""
П-5163;Комарівський;Komarivskyi;заказник ботанічний;місцевого значення;Тернопільська обл.;р-н Бережанський;"N 49°26'22""";"E 25°3'14"""
П-5164;Олишковецька ділянка;Olyshkovetska dilianka;ботанічна пам'ятка природи;місцевого значення;Тернопільська обл.;р-н Збаразький;"N 49°47'25""";"E 25°40'43"""
П-5178;Буда;Buda;заказник загальнозоологічний;місцевого значення;Тернопільська обл.;р-н Підгаєцький;"N 49°16'32""";"E 25°4'24"""
П-5180;"Малоберезовицько-
Іванчанський";Maloberezovytsko-Ivanchanskyi;заказник загальнозоологічний;місцевого значення;Тернопільська обл.;р-н Збаразький;"N 49°45'2""";"E 25°35'29"""
П-5182;Скит;Skyt;заказник загальнозоологічний;місцевого значення;Тернопільська обл.;р-н Кременецький;"N 49°59'20""";"E 25°33'20"""
П-5186;Горіх чорний (ділянка No2);Horikh chornyi (dilianka No2);ботанічна пам'ятка природи;місцевого значення;Тернопільська обл.;р-н Борщівський;"N 48°35'24""";"E 26°12'59"""
П-5187;Горіх чорний (ділянка No3);Horikh chornyi (dilianka No3);ботанічна пам'ятка природи;місцевого значення;Тернопільська обл.;р-н Борщівський;"N 48°35'16""";"E 26°13'32"""
П-5188;Горіх чорний (ділянка No4);Horikh chornyi (dilianka No4);ботанічна пам'ятка природи;місцевого значення;Тернопільська обл.;р-н Борщівський;"N 48°35'38""";"E 26°13'7"""
П-5189;Горіх чорний (ділянка No5);Horikh chornyi (dilianka No5);ботанічна пам'ятка природи;місцевого значення;Тернопільська обл.;р-н Борщівський;"N 48°52'28""";"E 25°54'41"""
П-5190;Гусятинські вікові липи;Husiatynski vikovi lypy;ботанічна пам'ятка природи;місцевого значення;Тернопільська обл.;р-н Гусятинський;"N 49°4'10""";"E 26°10'7"""
П-5191;Гусятинська тополя;Husiatynska topolia;ботанічна пам'ятка природи;місцевого значення;Тернопільська обл.;р-н Гусятинський;"N 49°3'47""";"E 26°10'37"""
П-5192;Діброва Зелений дуб;Dibrova Zelenyi dub;ботанічна пам'ятка природи;місцевого значення;Тернопільська обл.;р-н Шумський;"N 50°12'55""";"E 26°7'23"""
П-5193;Дзвенигородські дуби;Dzvenyhorodski duby;ботанічна пам'ятка природи;місцевого значення;Тернопільська обл.;р-н Борщівський;"N 48°32'31""";"E 26°16'13"""
П-5194;"Дзвенигородська степова
ділянка No1";"Dzvenyhorodska stepova dilianka
No1";ботанічна пам'ятка природи;місцевого значення;Тернопільська обл.;р-н Борщівський;"N 48°32'24""";"E 26°17'18"""
П-5195;Оришківська ділянка;Oryshkivska dilianka;ботанічна пам'ятка природи;місцевого значення;Тернопільська обл.;р-н Лановецький;"N 49°50'11""";"E 26°7'22"""
П-5197;Гора Пустельна;Hora Pustelna;геологічна пам'ятка природи;місцевого значення;Тернопільська обл.;р-н Шумський;"N 50°13'23""";"E 25°59'40"""
П-5198;Ішківський;Ishkivskyi;заказник загальнозоологічний;місцевого значення;Тернопільська обл.;р-н Козівський;"N 49°24'49""";"E 25°19'18"""
П-5199;Котюжинська ділянка;Kotiuzhynska dilianka;ботанічна пам'ятка природи;місцевого значення;Тернопільська обл.;р-н Збаразький;"N 49°54'29""";"E 25°51'3"""
П-5213;Іванківські липи;Ivankivski lypy;ботанічна пам'ятка природи;місцевого значення;Тернопільська обл.;р-н Борщівський;"N 48°49'10""";"E 26°9'55"""
П-5215;Бук лісовий;Buk lisovyi;ботанічна пам'ятка природи;місцевого значення;Тернопільська обл.;р-н Підгаєцький;"N 49°10'40""";"E 25°2'42"""
П-5216;Васильківська степова ділянка;Vasylkivska stepova dilianka;ботанічна пам'ятка природи;місцевого значення;Тернопільська обл.;р-н Гусятинський;"N 49°5'43""";"E 26°4'5"""
П-5218;Горіх чорний (ділянка No1);Horikh chornyi (dilianka No1);ботанічна пам'ятка природи;місцевого значення;Тернопільська обл.;р-н Борщівський;"N 48°35'32""";"E 26°12'35"""
П-5219;Горіх чорний;Horikh chornyi;ботанічна пам'ятка природи;місцевого значення;Тернопільська обл.;р-н Борщівський;"N 48°47'3""";"E 25°54'19"""
П-5220;Горіх чорний;Horikh chornyi;ботанічна пам'ятка природи;місцевого значення;Тернопільська обл.;р-н Борщівський;"N 48°42'22""";"E 26°10'28"""
П-5221;Горіх чорний;Horikh chornyi;ботанічна пам'ятка природи;місцевого значення;Тернопільська обл.;р-н Збаразький;"N 49°39'5""";"E 25°47'7"""
П-5223;"Дзвенигородська степова
ділянка No2";"Dzvenyhorodska stepova dilianka
No2";ботанічна пам'ятка природи;місцевого значення;Тернопільська обл.;р-н Борщівський;"N 48°32'26""";"E 26°16'33"""
П-5224;Дуб Бичківський;Dub Bychkivskyi;ботанічна пам'ятка природи;місцевого значення;Тернопільська обл.;р-н Чортківський;"N 49°5'14""";"E 25°42'28"""
П-5225;Дуб Богатир;Dub Bohatyr;ботанічна пам'ятка природи;місцевого значення;Тернопільська обл.;р-н Бережанський;"N 49°28'50""";"E 24°49'28"""
