Реєстраційний номер;Унормована назва;Унормована назва латиницею;Вид географічного об'єкту;Адміністративний статус;Адміністративно-територіальна одиниця (АР Крим, область);Район;Широта;Довгота
П-3197;Журавенківське;Zhuravenkivske;заповідне урочище;місцевого значення;Івано-Франківська обл.;р-н Рогатинський;"N 49°14'35""";"E 24°24'11"""
П-3199;За Тишківцями;Za Tyshkivtsiamy;заповідне урочище;місцевого значення;Івано-Франківська обл.;р-н Городенківський;"N 48°40'48""";"E 25°24'0"""
П-3202;Прелучний;Preluchnyi;заповідне урочище;місцевого значення;Івано-Франківська обл.;р-н Верховинський;"N 47°58'12""";"E 24°39'46"""
П-3226;Братковець;Bratkovets;заповідне урочище;місцевого значення;Івано-Франківська обл.;р-н Надвірнянський;"N 48°22'38""";"E 24°12'33"""
П-3230;За горбом;Za horbom;заповідне урочище;місцевого значення;Івано-Франківська обл.;р-н Городенківський;"N 48°38'13""";"E 25°13'48"""
П-3231;За дорогою;Za dorohoiu;заповідне урочище;місцевого значення;Івано-Франківська обл.;р-н Городенківський;"N 48°48'10""";"E 25°28'12"""
П-3232;За дорогою;Za dorohoiu;заповідне урочище;місцевого значення;Івано-Франківська обл.;р-н Городенківський;"N 48°48'0""";"E 25°28'19"""
П-3233;За містком;Za mistkom;заповідне урочище;місцевого значення;Івано-Франківська обл.;р-н Городенківський;"N 48°48'7""";"E 25°28'12"""
П-3234;Заболотня;Zabolotnia;заповідне урочище;місцевого значення;Івано-Франківська обл.;р-н Городенківський;"N 48°48'0""";"E 25°28'12"""
П-3246;Райфаловець;Raifalovets;заповідне урочище;місцевого значення;Івано-Франківська обл.;р-н Надвірнянський;"N 48°28'12""";"E 24°11'49"""
П-3296;"Ріка Пістинька з прибережною
смугою";"Rika Pistynka z pryberezhnoiu
smuhoiu";заказник гідрологічний;місцевого значення;Івано-Франківська обл.;р-н Коломийський;"N 48°29'26""";"E 25°1'39"""
П-3298;Над станами;Nad stanamy;заповідне урочище;місцевого значення;Івано-Франківська обл.;р-н Коломийський;"N 48°33'48""";"E 25°15'28"""
П-3299;Надіїв;Nadiiv;заповідне урочище;місцевого значення;Івано-Франківська обл.;р-н Долинський;"N 49°1'15""";"E 23°48'40"""
П-33;Ґорґани;Gorgany;природний заповідник;загальнодержавного значення;Івано-Франківська обл.;р-н Надвірнянський;"N 48°26'37""";"E 24°20'24"""
П-3304;Високогірний;Vysokohirnyi;дендрологічний парк;загальнодержавного значення;Івано-Франківська обл.;р-н Надвірнянський;"N 48°27'36""";"E 24°12'35"""
П-3306;Діброва;Dibrova;дендрологічний парк;загальнодержавного значення;Івано-Франківська обл.;р-н Богородчанський;"N 48°45'53""";"E 24°30'37"""
П-3327;Бубонець;Bubonets;заказник ботанічний;місцевого значення;Івано-Франківська обл.;р-н Рогатинський;"N 49°22'46""";"E 24°28'57"""
П-3330;Гирява;Hyriava;заказник загальнозоологічний;місцевого значення;Івано-Франківська обл.;р-н Болехівський;"N 48°58'52""";"E 23°37'28"""
П-3337;Борсук;Borsuk;ботанічна пам'ятка природи;місцевого значення;Івано-Франківська обл.;р-н Надвірнянський;"N 48°27'22""";"E 24°39'16"""
П-3354;Потоки;Potoky;ботанічна пам'ятка природи;місцевого значення;Івано-Франківська обл.;р-н Надвірнянський;"N 48°39'48""";"E 24°34'40"""
П-3361;Лисяче царство;Lysiache tsarstvo;заповідне урочище;місцевого значення;Івано-Франківська обл.;р-н Городенківський;"N 48°40'12""";"E 25°26'13"""
П-3373;Дебриця;Debrytsia;ботанічна пам'ятка природи;місцевого значення;Івано-Франківська обл.;Яремчанська міська рада;"N 48°29'29""";"E 24°31'52"""
П-3378;Синячки;Syniachky;заповідне урочище;місцевого значення;Івано-Франківська обл.;Яремчанська міськрада;"N 48°28'30""";"E 24°28'48"""
П-3391;Урочище Сивулька-Бита;Urochyshche Syvulka-Byta;ботанічна пам'ятка природи;місцевого значення;Івано-Франківська обл.;р-н Снятинський;"N 48°33'3""";"E 25°27'57"""
П-3397;Федів;Fediv;заказник ботанічний;місцевого значення;Івано-Франківська обл.;р-н Болехівський;"N 48°57'11""";"E 23°38'19"""
П-34;Галицький;Halytskyi;національний природний парк;загальнодержавного значення;Івано-Франківська обл.;р-н Галицький;"N 49°8'22""";"E 24°43'54"""
П-3419;Танява;Taniava;заповідне урочище;місцевого значення;Івано-Франківська обл.;Болехівська міськрада;"N 49°5'49""";"E 23°48'25"""
П-3425;Іванків;Ivankiv;заказник ботанічний;місцевого значення;Івано-Франківська обл.;р-н Снятинський;"N 48°25'44""";"E 25°11'7"""
П-343;Чорняве;Chorniave;заповідне урочище;місцевого значення;Івано-Франківська обл.;р-н Снятинський;"N 48°32'13""";"E 25°21'0"""
П-3447;Черник;Chernyk;ботанічна пам'ятка природи;місцевого значення;Івано-Франківська обл.;р-н Надвірнянський;"N 48°42'11""";"E 24°41'17"""
П-3462;Під скелями;Pid skeliamy;комплексна пам'ятка природи;місцевого значення;Івано-Франківська обл.;р-н Надвірнянський;"N 48°31'48""";"E 24°27'46"""
П-3464;Псевдотсуга зелена;Psevdotsuha zelena;ботанічна пам'ятка природи;місцевого значення;Івано-Франківська обл.;р-н Надвірнянський;"N 48°27'15""";"E 24°39'4"""
П-3465;Скалки;Skalky;комплексна пам'ятка природи;місцевого значення;Івано-Франківська обл.;р-н Надвірнянський;"N 48°30'10""";"E 24°13'12"""
П-3484;"Річка Лімниця з
водоохоронною смугою
вздовж берегів шириною 100 м";"Richka Limnytsia z
vodookhoronnoiu smuhoiu
vzdovzh berehiv shyrynoiu 100 m";заказник ландшафтний;місцевого значення;Івано-Франківська обл.;р-н Рожнятівський;"N 48°46'3""";"E 24°11'31"""
П-3499;Ожеред;Ozhered;ботанічна пам'ятка природи;місцевого значення;Івано-Франківська обл.;р-н Рогатинський;"N 49°26'47""";"E 24°42'48"""
П-35;Гуцульщина;Hutsulshchyna;національний природний парк;загальнодержавного значення;Івано-Франківська обл.;р-н Косівський;"N 48°16'39""";"E 25°5'36"""
П-3509;Дебриця;Debrytsia;заповідне урочище;місцевого значення;Івано-Франківська обл.;р-н Надвірнянський;"N 48°30'54""";"E 24°31'12"""
П-3512;Зброди;Zbrody;заповідне урочище;місцевого значення;Івано-Франківська обл.;р-н Городенківський;"N 48°35'5""";"E 25°24'0"""
П-3514;Комарники;Komarnyky;заповідне урочище;місцевого значення;Івано-Франківська обл.;р-н Надвірнянський;"N 48°29'58""";"E 24°30'42"""
П-3515;Ксьонзька поляна;Ksonzka poliana;заповідне урочище;місцевого значення;Івано-Франківська обл.;р-н Надвірнянський;"N 48°40'1""";"E 24°46'12"""
П-3547;Під горою;Pid horoiu;заповідне урочище;місцевого значення;Івано-Франківська обл.;р-н Коломийський;"N 48°35'33""";"E 25°18'5"""
П-3549;Пересліп;Pereslip;заповідне урочище;місцевого значення;Івано-Франківська обл.;Яремчанська міськрада;"N 48°20'13""";"E 24°40'12"""
П-3550;Сигольський;Syholskyi;заповідне урочище;місцевого значення;Івано-Франківська обл.;р-н Надвірнянський;"N 48°35'16""";"E 24°17'36"""
П-3565;Дубки;Dubky;заповідне урочище;місцевого значення;Івано-Франківська обл.;р-н Снятинський;"N 48°28'58""";"E 25°18'46"""
П-3568;Прочерть;Prochert;заповідне урочище;місцевого значення;Івано-Франківська обл.;Яремчанська міськрада;"N 48°28'26""";"E 24°29'31"""
П-3574;Діл;Dil;заказник ботанічний;місцевого значення;Івано-Франківська обл.;р-н Надвірнянський;"N 48°27'19""";"E 24°38'55"""
П-36;Карпатський;Karpatskyi;національний природний парк;загальнодержавного значення;Івано-Франківська обл.;"р-н Надвірнянський, р-н
Верховинський";"N 48°15'31""";"E 24°34'20"""
П-3600;Келія;Keliia;ботанічна пам'ятка природи;місцевого значення;Івано-Франківська обл.;р-н Надвірнянський;"N 48°39'0""";"E 24°48'0"""
П-3614;Урочище Лупені;Urochyshche Lupeni;заказник ботанічний;місцевого значення;Івано-Франківська обл.;р-н Снятинський;"N 48°22'48""";"E 25°16'48"""
П-3629;Липовий гай-1;Lypovyi hai-1;заповідне урочище;місцевого значення;Івано-Франківська обл.;р-н Верховинський;"N 48°8'59""";"E 24°37'22"""
П-3630;Липовий гай-2;Lypovyi hai-2;заповідне урочище;місцевого значення;Івано-Франківська обл.;р-н Верховинський;"N 48°8'42""";"E 24°56'49"""
П-3661;Мала Гига;Mala Hyha;ботанічна пам'ятка природи;місцевого значення;Івано-Франківська обл.;Яремчанська міська рада;"N 48°22'20""";"E 24°44'15"""
П-3662;Спижі;Spyzhi;ботанічна пам'ятка природи;місцевого значення;Івано-Франківська обл.;р-н Надвірнянський;"N 48°39'0""";"E 24°46'12"""
П-3664;Вільхівець;Vilkhivets;зоологічна пам'ятка природи;місцевого значення;Івано-Франківська обл.;р-н Надвірнянський;"N 48°36'46""";"E 24°36'0"""
П-3667;Тлумацький парк;Tlumatskyi park;"парк-пам'ятка садово-паркового
мистецтва";місцевого значення;Івано-Франківська обл.;р-н Тлумацький;"N 48°52'12""";"E 25°0'36"""
П-3675;Катеринка;Katerynka;ботанічна пам'ятка природи;місцевого значення;Івано-Франківська обл.;Яремчанська міськрада;"N 48°28'1""";"E 24°30'0"""
П-3686;Бистрий;Bystryi;заповідне урочище;місцевого значення;Івано-Франківська обл.;р-н Богородчанський;"N 48°40'20""";"E 24°12'50"""
П-3687;Блудний грунь;Bludnyi hrun;заповідне урочище;місцевого значення;Івано-Франківська обл.;Яремчанська міськрада;"N 48°25'12""";"E 24°28'58"""
П-3720;Пугачівка;Puhachivka;заказник ботанічний;місцевого значення;Івано-Франківська обл.;р-н Тлумацький;"N 48°43'48""";"E 25°12'0"""
П-3722;За Даличівкою;Za Dalychivkoiu;заповідне урочище;місцевого значення;Івано-Франківська обл.;р-н Городенківський;"N 48°45'46""";"E 25°16'12"""
П-3723;За Прутом;Za Prutom;заповідне урочище;місцевого значення;Івано-Франківська обл.;р-н Снятинський;"N 48°25'12""";"E 25°33'46"""
П-3724;Пійлівське;Piilivske;заповідне урочище;місцевого значення;Івано-Франківська обл.;Калуська міськрада;"N 49°1'40""";"E 24°20'49"""
П-3725;Рибне;Rybne;заповідне урочище;місцевого значення;Івано-Франківська обл.;р-н Тисменицький;"N 48°57'0""";"E 24°37'48"""
П-3727;Ясені;Yaseni;заповідне урочище;місцевого значення;Івано-Франківська обл.;Яремчанська міськрада;"N 48°28'1""";"E 24°30'0"""
П-3758;Під Верховиною;Pid Verkhovynoiu;заказник гідрологічний;місцевого значення;Івано-Франківська обл.;р-н Рогатинський;"N 49°22'41""";"E 24°27'37"""
П-3767;Старуня;Starunia;геологічна пам'ятка природи;загальнодержавного значення;Івано-Франківська обл.;р-н Богородчанський;"N 48°41'23""";"E 24°28'49"""
П-3803;Парк партизанської слави;Park partyzanskoi slavy;"парк-пам'ятка садово-паркового
мистецтва";загальнодержавного значення;Івано-Франківська обл.;р-н Надвірнянський;"N 48°31'12""";"E 24°40'20"""
П-3809;Яйківський;Yaikivskyi;заказник ботанічний;загальнодержавного значення;Івано-Франківська обл.;р-н Рожнятівський;"N 48°39'39""";"E 23°54'8"""
П-381;Горгани;Horhany;природний заповідник;загальнодержавного значення;Івано-Франківська обл.;р-н Надвірнянський;"N 48°26'13""";"E 24°20'52"""
П-3824;Парк;Park;"парк-пам'ятка садово-паркового
мистецтва";місцевого значення;Івано-Франківська обл.;Коломийська міськрада;"N 48°32'18""";"E 25°0'55"""
П-3836;Скеля на правому березі р.Прут;Skelia na pravomu berezi r.prut;геологічна пам'ятка природи;місцевого значення;Івано-Франківська обл.;р-н Надвірнянський;"N 48°31'11""";"E 24°35'12"""
П-3844;Турова дача;Turova dacha;заказник гідрологічний;загальнодержавного значення;Івано-Франківська обл.;р-н Рожнятівський;"N 48°51'34""";"E 24°14'47"""
П-3848;Букове;Bukove;заповідне урочище;місцевого значення;Івано-Франківська обл.;р-н Надвірнянський;"N 48°31'25""";"E 24°13'0"""
П-3908;Максимець;Maksymets;заповідне урочище;місцевого значення;Івано-Франківська обл.;р-н Надвірнянський;"N 48°33'52""";"E 24°16'7"""
П-3909;Малево;Malevo;заповідне урочище;місцевого значення;Івано-Франківська обл.;р-н Надвірнянський;"N 48°28'37""";"E 24°38'44"""
П-392;Левущик;Levushchyk;заповідне урочище;місцевого значення;Івано-Франківська обл.;Яремчанська міськрада;"N 48°8'40""";"E 24°33'11"""
П-393;Під гаєм;Pid haiem;заповідне урочище;місцевого значення;Івано-Франківська обл.;р-н Долинський;"N 48°38'5""";"E 23°50'26"""
П-394;Під горою;Pid horoiu;заповідне урочище;місцевого значення;Івано-Франківська обл.;р-н Коломийський;"N 48°33'20""";"E 25°15'15"""
П-3941;Нягра;Niahra;заповідне урочище;місцевого значення;Івано-Франківська обл.;р-нРожнятівський;"N 48°52'54""";"E 23°58'50"""
П-3945;Рахиня;Rakhynia;заповідне урочище;місцевого значення;Івано-Франківська обл.;р-н Долинський;"N 49°1'48""";"E 24°1'12"""
П-3952;Басарабка;Basarabka;заповідне урочище;місцевого значення;Івано-Франківська обл.;Болехівська міськрада;"N 48°58'12""";"E 23°37'48"""
П-3954;Береги;Berehy;заповідне урочище;місцевого значення;Івано-Франківська обл.;р-н Рожнятівський;"N 48°39'33""";"E 24°3'58"""
П-3960;Міжгір'я;Mizhhiria;заповідне урочище;місцевого значення;Івано-Франківська обл.;р-н Богородчанський;"N 48°46'16""";"E 24°19'46"""
П-397;Скриповатий;Skrypovatyi;заповідне урочище;місцевого значення;Івано-Франківська обл.;Яремчанська міськрада;"N 48°15'0""";"E 24°39'19"""
П-3977;Спалений дуб;Spalenyi dub;заповідне урочище;місцевого значення;Івано-Франківська обл.;Болехівська міськрада;"N 49°6'19""";"E 23°50'17"""
П-398;Толока;Toloka;заповідне урочище;місцевого значення;Івано-Франківська обл.;р-н Коломийський;"N 48°33'5""";"E 25°14'22"""
П-3983;Червоні береги;Chervoni berehy;заповідне урочище;місцевого значення;Івано-Франківська обл.;Болехівська міськрада;"N 49°5'55""";"E 23°47'13"""
П-3998;Тусули;Tusuly;заповідне урочище;місцевого значення;Івано-Франківська обл.;Болехівська міськрада;"N 48°56'52""";"E 23°37'37"""
П-400;Русівське;Rusivske;заповідне урочище;місцевого значення;Івано-Франківська обл.;р-н Снятинський;"N 48°31'58""";"E 25°28'19"""
П-4019;Копчин;Kopchyn;заказник ботанічний;місцевого значення;Івано-Франківська обл.;Яремчанська міськрада;"N 48°18'56""";"E 24°44'1"""
П-402;Сілецьке;Siletske;заповідне урочище;місцевого значення;Івано-Франківська обл.;р-н Тисменицький;"N 49°4'36""";"E 24°43'37"""
П-4026;За лазами;Za lazamy;заповідне урочище;місцевого значення;Івано-Франківська обл.;р-н Снятинський;"N 48°25'12""";"E 25°33'54"""
П-4028;Кичера;Kychera;заповідне урочище;місцевого значення;Івано-Франківська обл.;р-н Долинський;"N 49°4'31""";"E 23°58'33"""
П-4033;Левущик;Levushchyk;заповідне урочище;місцевого значення;Івано-Франківська обл.;Яремчанська міськрада;"N 48°21'57""";"E 24°40'44"""
П-4054;Санковичі;Sankovychi;заказник ботанічний;місцевого значення;Івано-Франківська обл.;р-н Надвірнянський;"N 48°28'48""";"E 24°25'48"""
П-4072;Плоски;Plosky;заповідне урочище;місцевого значення;Івано-Франківська обл.;р-н Коломийський;"N 48°43'26""";"E 24°58'16"""
П-409;"Річка Чорний Черемош з
прибережною смугою";"Richka Chornyi Cheremosh z
pryberezhnoiu smuhoiu";заказник гідрологічний;місцевого значення;Івано-Франківська обл.;р-н Верховинський;"N 48°0'34""";"E 24°48'26"""
П-410;Чорний ліс;Chornyi lis;заказник загальнозоологічний;місцевого значення;Івано-Франківська обл.;р-н Тисменицький;"N 48°55'49""";"E 24°30'46"""
П-4101;Піддовга;Piddovha;заповідне урочище;місцевого значення;Івано-Франківська обл.;р-н Городенківський;"N 48°39'38""";"E 25°30'56"""
П-4102;Підрокита;Pidrokyta;заповідне урочище;місцевого значення;Івано-Франківська обл.;р-н Надвірнянський;"N 48°27'47""";"E 24°39'42"""
П-4103;Плоски;Plosky;заповідне урочище;місцевого значення;Івано-Франківська обл.;р-н Коломийський;"N 48°44'56""";"E 24°55'38"""
П-4110;Білий камінь;Bilyi kamin;геологічна пам'ятка природи;місцевого значення;Івано-Франківська обл.;р-н Надвірнянський;"N 48°30'46""";"E 24°31'12"""
П-412;"Ріка Свіча з притокою
Мізунькою";"Rika Svicha z prytokoiu
Mizunkoiu";заказник ландшафтний;місцевого значення;Івано-Франківська обл.;р-н Долинський;"N 48°53'45""";"E 23°49'39"""
П-413;Чивчино-Гринявський;Chyvchyno-hryniavskyi;заказник ландшафтний;місцевого значення;Івано-Франківська обл.;р-н Верховинський;"N 47°48'50""";"E 24°48'58"""
П-4141;Танява;Taniava;заповідне урочище;місцевого значення;Івано-Франківська обл.;Болехівська міськрада;"N 49°5'40""";"E 23°44'28"""
П-4160;Еталон букового насадження;Etalon bukovoho nasadzhennia;ботанічна пам'ятка природи;місцевого значення;Івано-Франківська обл.;р-н Надвірнянський;"N 48°28'53""";"E 24°37'11"""
П-4162;"Еталон смерекового з
домішкою бука насадження";"Etalon smerekovoho z
domishkoiu buka nasadzhennia";ботанічна пам'ятка природи;місцевого значення;Івано-Франківська обл.;р-н Надвірнянський;"N 48°25'30""";"E 24°24'0"""
П-4204;Резерват дуба;Rezervat duba;ботанічна пам'ятка природи;місцевого значення;Івано-Франківська обл.;Болехівська міськрада;"N 49°6'21""";"E 23°46'49"""
П-4209;Горвіцові яри;Horvitsovi yary;ботанічна пам'ятка природи;місцевого значення;Івано-Франківська обл.;р-н Надвірнянський;"N 48°39'45""";"E 24°48'30"""
П-4211;Журавлина;Zhuravlyna;ботанічна пам'ятка природи;місцевого значення;Івано-Франківська обл.;р-н Надвірнянський;"N 48°25'40""";"E 24°11'13"""
П-4235;"Резерват сосни кедрової
європейської";"Rezervat sosny kedrovoi
yevropeiskoi";ботанічна пам'ятка природи;місцевого значення;Івано-Франківська обл.;Яремчанська міськрада;"N 48°19'48""";"E 24°39'0"""
П-4241;Страгірчик;Strahirchyk;ботанічна пам'ятка природи;місцевого значення;Івано-Франківська обл.;р-н Надвірнянський;"N 48°35'13""";"E 24°33'36"""
П-426;Поляницький;Polianytskyi;регіональний ландшафтний парк;місцевого значення;Івано-Франківська обл.;р-н Долинський;"N 49°1'39""";"E 23°40'11"""
П-4264;Урочище Тарниці;Urochyshche Tarnytsi;ботанічна пам'ятка природи;загальнодержавного значення;Івано-Франківська обл.;р-н Надвірнянський;"N 48°27'17""";"E 24°46'10"""
П-4281;Щавна;Shchavna;ботанічна пам'ятка природи;місцевого значення;Івано-Франківська обл.;Болехівська міська рада;"N 48°57'33""";"E 23°36'21"""
П-4287;Славношора;Slavnoshora;ботанічна пам'ятка природи;місцевого значення;Івано-Франківська обл.;р-н Надвірнянський;"N 48°27'46""";"E 24°40'12"""
П-4315;Водоспад Бухтівець;Vodospad Bukhtivets;гідрологічна пам'ятка природи;місцевого значення;Івано-Франківська обл.;р-н Надвірнянський;"N 48°37'29""";"E 24°24'4"""
П-4317;Водоспад на р. Зелениця;Vodospad na r. Zelenytsia;гідрологічна пам'ятка природи;місцевого значення;Івано-Франківська обл.;р-н Надвірнянський;"N 48°27'18""";"E 24°22'48"""
П-4334;Садки;Sadky;ботанічна пам'ятка природи;місцевого значення;Івано-Франківська обл.;р-н Надвірнянський;"N 48°32'37""";"E 24°42'56"""
П-435;Грофа;Hrofa;заказник ландшафтний;загальнодержавного значення;Івано-Франківська обл.;р-н Рожнятівський;"N 48°35'33""";"E 23°55'29"""
П-4361;Студений;Studenyi;гідрологічна пам'ятка природи;місцевого значення;Івано-Франківська обл.;р-н Надвірнянський;"N 48°26'24""";"E 24°42'26"""
П-4365;"Ковалівське буровугільне
родовище";"Kovalivske burovuhilne
rodovyshche";геологічна пам'ятка природи;місцевого значення;Івано-Франківська обл.;р-н Коломийський;"N 48°27'6""";"E 24°58'24"""
П-4391;Поляниця;Polianytsia;заказник ботанічний;місцевого значення;Івано-Франківська обл.;Яремчанська міськрада;"N 48°19'48""";"E 24°39'0"""
П-4474;Бабчиха;Babchykha;заповідне урочище;місцевого значення;Івано-Франківська обл.;р-н Городенківський;"N 48°39'25""";"E 25°30'43"""
П-4475;Багно;Bahno;заповідне урочище;місцевого значення;Івано-Франківська обл.;Болехівська міськрада;"N 49°2'42""";"E 23°49'58"""
П-4483;Данчиця;Danchytsia;комплексна пам'ятка природи;місцевого значення;Івано-Франківська обл.;р-н Городенківський;"N 48°49'4""";"E 25°16'35"""
П-4640;Чертяк;Chertiak;ботанічна пам'ятка природи;місцевого значення;Івано-Франківська обл.;р-н Городенківський;"N 48°40'58""";"E 25°28'1"""
П-4713;Боярське;Boiarske;заповідне урочище;місцевого значення;Івано-Франківська обл.;Яремчанська міськрада;"N 48°27'11""";"E 24°29'9"""
П-4812;Манявський водоспад;Maniavskyi vodospad;гідрологічна пам'ятка природи;місцевого значення;Івано-Франківська обл.;р-н Богородчанський;"N 48°36'0""";"E 24°18'21"""
П-4878;Буковиця;Bukovytsia;ботанічна пам'ятка природи;місцевого значення;Івано-Франківська обл.;Яремчанська міськрада;"N 48°28'12""";"E 24°30'36"""
П-4962;Гиджак;Hydzhak;заповідне урочище;місцевого значення;Івано-Франківська обл.;Яремчанська міськрада;"N 48°22'12""";"E 24°40'12"""
П-5092;Горган;Horhan;заповідне урочище;місцевого значення;Івано-Франківська обл.;Яремчанська міськрада;"N 48°28'1""";"E 24°30'0"""
П-510;Конвалія;Konvaliia;заказник ботанічний;місцевого значення;Івано-Франківська обл.;р-н Рожнятівський;"N 48°54'48""";"E 24°6'57"""
П-5101;Ліскувата;Liskuvata;заказник ботанічний;місцевого значення;Івано-Франківська обл.;Яремчанська міськрада;"N 48°28'48""";"E 24°31'12"""
П-5133;Кіпча;Kipcha;заповідне урочище;місцевого значення;Івано-Франківська обл.;р-н Надвірнянський;"N 48°33'10""";"E 24°40'1"""
П-5147;Вабрянка;Vabrianka;ботанічна пам'ятка природи;місцевого значення;Івано-Франківська обл.;р-н Надвірнянський;"N 48°23'20""";"E 24°28'43"""
П-5185;Яськів потік;Yaskiv potik;заказник ландшафтний;місцевого значення;Івано-Франківська обл.;р-н Калуський;"N 49°13'44""";"E 24°27'24"""
П-5210;Панський луг;Panskyi luh;заповідне урочище;місцевого значення;Івано-Франківська обл.;р-н Снятинський;"N 48°25'19""";"E 25°33'46"""
П-5214;Бір Величків;Bir Velychkiv;ботанічна пам'ятка природи;місцевого значення;Івано-Франківська обл.;р-н Богородчанський;"N 48°43'26""";"E 24°18'35"""
П-528;Білоославський;Bilooslavskyi;заказник ботанічний;місцевого значення;Івано-Франківська обл.;р-н Надвірнянський;"N 48°25'48""";"E 24°40'48"""
П-5302;Дуб скельний;Dub skelnyi;ботанічна пам'ятка природи;місцевого значення;Івано-Франківська обл.;Болехівська міськрада;"N 49°4'48""";"E 23°51'10"""
П-5310;Пожератульський;Pozheratulskyi;заказник орнітологічний;загальнодержавного значення;Івано-Франківська обл.;р-н Надвірнянський;"N 48°26'47""";"E 24°41'32"""
П-5390;Касова гора;Kasova hora;комплексна пам'ятка природи;загальнодержавного значення;Івано-Франківська обл.;р-н Галицький;"N 49°13'42""";"E 24°41'57"""
П-5448;Вовчинецькі гори;Vovchynetski hory;комплексна пам'ятка природи;місцевого значення;Івано-Франківська обл.;"Івано – Франківська
міськрада";"N 48°56'43""";"E 24°45'38"""
П-5492;Меленещина;Meleneshchyna;заказник ботанічний;місцевого значення;Івано-Франківська обл.;р-н Тлумацький;"N 48°54'0""";"E 24°58'48"""
П-5515;Стайки;Staiky;ботанічна пам'ятка природи;місцевого значення;Івано-Франківська обл.;Яремчанська міська рада;"N 48°28'53""";"E 24°29'20"""
П-5527;Кливський;Klyvskyi;заказник ботанічний;загальнодержавного значення;Івано-Франківська обл.;р-н Надвірнянський;"N 48°32'32""";"E 24°35'43"""
П-5547;Тис ягідний;Tys yahidnyi;ботанічна пам'ятка природи;місцевого значення;Івано-Франківська обл.;Болехівська міськрада;"N 49°1'12""";"E 23°39'10"""
П-5562;Шепарівський ліс;Sheparivskyi lis;заповідне урочище;місцевого значення;Івано-Франківська обл.;р-н Коломийський;"N 48°37'48""";"E 24°55'48"""
П-590;Голубічка;Holubichka;заказник ботанічний;місцевого значення;Івано-Франківська обл.;р-н Надвірнянський;"N 48°31'48""";"E 24°40'12"""
П-599;Річанський;Richanskyi;заказник ботанічний;місцевого значення;Івано-Франківська обл.;р-н Надвірнянський;"N 48°24'20""";"E 24°9'28"""
П-654;Хомів;Khomiv;заказник ботанічний;місцевого значення;Івано-Франківська обл.;р-н Снятинський;"N 48°25'48""";"E 25°13'48"""
П-694;Могила;Mohyla;заказник ботанічний;місцевого значення;Івано-Франківська обл.;р-н Городенківський;"N 48°37'12""";"E 25°32'46"""
П-714;Підбавки;Pidbavky;заказник ботанічний;місцевого значення;Івано-Франківська обл.;р-н Городенківський;"N 48°36'53""";"E 25°32'47"""
П-74;Верховинський;Verkhovynskyi;національний природний парк;загальнодержавного значення;Івано-Франківська обл.;р-н Верховинський;"N 48°9'41""";"E 24°56'43"""
П-762;Потоки;Potoky;заказник лісовий;місцевого значення;Івано-Франківська обл.;р-н Надвірнянський;"N 48°38'47""";"E 24°32'51"""
П-788;Страгора;Strahora;заказник лісовий;місцевого значення;Івано-Франківська обл.;р-н Надвірнянський;"N 48°34'11""";"E 24°34'7"""
П-812;Ільма;Ilma;заказник лісовий;місцевого значення;Івано-Франківська обл.;р-н Долинський;"N 48°47'26""";"E 23°49'43"""
П-846;Журавенківський;Zhuravenkivskyi;заказник лісовий;місцевого значення;Івано-Франківська обл.;р-н Рогатинський;"N 49°14'28""";"E 24°23'45"""
П-847;Журитин;Zhurytyn;заказник лісовий;місцевого значення;Івано-Франківська обл.;р-н Рогатинський;"N 49°30'0""";"E 24°36'0"""
