Реєстраційний номер;Унормована назва;Унормована назва латиницею;Вид географічного об'єкту;Адміністративний статус;Адміністративно-територіальна одиниця (АР Крим, область);Район;Широта;Довгота
П-2852;Тухлянське;Tukhlianske;заповідне урочище;місцевого значення;Львівська обл.;р-н Сколівський;"N 48°52'43""";"E 23°27'23"""
П-2877;Винниківський;Vynnykivskyi;заказник лісовий;місцевого значення;Львівська обл.;Львівська міськрада;"N 49°48'14""";"E 24°6'24"""
П-2880;Ліс під Трудовачем;Lis pid Trudovachem;заповідне урочище;місцевого значення;Львівська обл.;р-н Золочівський;"N 49°46'44""";"E 24°49'4"""
П-2881;Лагодівське;Lahodivske;заповідне урочище;місцевого значення;Львівська обл.;р-н Бродівський;"N 50°5'39""";"E 25°5'46"""
П-2883;Лази;Lazy;заповідне урочище;місцевого значення;Львівська обл.;р-н Дрогобицький;"N 49°18'40""";"E 23°36'21"""
П-2895;Хітар;Khitar;заповідне урочище;місцевого значення;Львівська обл.;р-н Сколівський;"N 48°50'8""";"E 23°19'7"""
П-2903;Гора Вапнярка;Hora Vapniarka;ботанічна пам'ятка природи;загальнодержавного значення;Львівська обл.;р-н Золочівський;"N 49°46'27""";"E 24°39'57"""
П-2944;Пагорб Слави;Pahorb Slavy;парк;місцевого значення;Львівська обл.;Львівська міськрада;"N 49°49'18""";"E 24°4'14"""
П-2955;Магура;Mahura;заповідне урочище;місцевого значення;Львівська обл.;р-н Сколівський;"N 48°52'44""";"E 23°35'31"""
П-2956;Майдан;Maidan;заповідне урочище;місцевого значення;Львівська обл.;р-н Жовківський;"N 50°0'20""";"E 23°51'36"""
П-2957;Маківка;Makivka;заповідне урочище;місцевого значення;Львівська обл.;р-н Сколівський;"N 48°54'37""";"E 23°24'53"""
П-2966;Модринове насадження;Modrynove nasadzhennia;заповідне урочище;місцевого значення;Львівська обл.;р-н Пустомитівський;"N 49°40'49""";"E 24°8'0"""
П-3011;Явірник;Yavirnyk;заповідне урочище;місцевого значення;Львівська обл.;р-н Сколівський;"N 48°46'11""";"E 23°16'16"""
П-3034;Димківці;Dymkivtsi;заповідне урочище;місцевого значення;Львівська обл.;р-н Сколівський;"N 48°51'28""";"E 23°33'21"""
П-3041;Немирів;Nemyriv;заповідне урочище;місцевого значення;Львівська обл.;р-н Яворівський;"N 50°6'51""";"E 23°23'16"""
П-3044;Обнога;Obnoha;заповідне урочище;місцевого значення;Львівська обл.;р-н Сколівський;"N 48°43'47""";"E 23°32'23"""
П-306;"Ботанічний сад Львівського
медичного університету";"Botanichnyi sad Lvivskoho
medychnoho universytetu";ботанічний сад;місцевого значення;Львівська обл.;Львівська міськрада;"N 49°50'2""";"E 24°2'52"""
П-3065;Парк санаторію Роздол;Park sanatoriiu Rozdol;парк;місцевого значення;Львівська обл.;р-н Миколаївський;"N 49°28'39""";"E 24°5'1"""
П-308;Лопатинський;Lopatynskyi;заказник лісовий;загальнодержавного значення;Львівська обл.;р-н Радехівський;"N 50°12'23""";"E 24°56'32"""
П-3085;Підбуж;Pidbuzh;заповідне урочище;місцевого значення;Львівська обл.;р-н Дрогобицький;"N 49°19'3""";"E 23°7'14"""
П-3115;Дубинське;Dubynske;заповідне урочище;місцевого значення;Львівська обл.;р-н Сколівський;"N 48°59'9""";"E 23°33'20"""
П-3122;Піски;Pisky;заповідне урочище;місцевого значення;Львівська обл.;р-н Бродівський;"N 50°3'52""";"E 24°53'5"""
П-3126;Рожанське;Rozhanske;заповідне урочище;місцевого значення;Львівська обл.;р-н Сколівський;"N 48°49'15""";"E 23°32'32"""
П-3157;Журі;Zhuri;заповідне урочище;місцевого значення;Львівська обл.;р-н Жовківський;"N 50°0'22""";"E 23°52'3"""
П-3168;Роздільське;Rozdilske;заповідне урочище;місцевого значення;Львівська обл.;р-н Миколаївський;"N 49°30'50""";"E 24°6'42"""
П-3208;Семегинів;Semehyniv;заповідне урочище;місцевого значення;Львівська обл.;р-н Стрийський;"N 49°8'20""";"E 23°45'3"""
П-3229;Бук червонолистий;Buk chervonolystyi;ботанічна пам'ятка природи;місцевого значення;Львівська обл.;Дрогобицька міськрада;"N 49°21'13""";"E 23°29'18"""
П-3235;Заболотцівське;Zabolottsivske;заповідне урочище;місцевого значення;Львівська обл.;р-н Бродівський;"N 50°2'17""";"E 24°55'5"""
П-3250;Сигла;Syhla;заповідне урочище;місцевого значення;Львівська обл.;р-н Турківський;"N 48°57'50""";"E 23°9'8"""
П-3281;Курортний парк;Kurortnyi park;парк;місцевого значення;Львівська обл.;Трускавецька міськрада;"N 49°16'30""";"E 23°30'12"""
П-3316;"Дуб звичайний (пірамідальна
форма)";"Dub zvychainyi (piramidalna
forma)";ботанічна пам'ятка природи;місцевого значення;Львівська обл.;Львівська міськрада;"N 49°48'12""";"E 24°4'36"""
П-3356;Буський парк;Buskyi park;"парк-пам'ятка садово-паркового
мистецтва";загальнодержавного значення;Львівська обл.;р-н Буський;"N 49°58'0""";"E 24°36'28"""
П-3362;Топорівське;Toporivske;заповідне урочище;місцевого значення;Львівська обл.;р-н Радехівський;"N 50°9'32""";"E 24°49'19"""
П-3376;Неслухівський парк;Neslukhivskyi park;парк;місцевого значення;Львівська обл.;р-н Кам'янка-Бузький;"N 49°57'35""";"E 24°26'1"""
П-3405;Парк Злуки;Park Zluky;парк;місцевого значення;Львівська обл.;Стрийська міськрада;"N 49°15'31""";"E 23°49'52"""
П-3415;"Найбільш продуктивна нафтова
свердловина No298";"Naibilsh produktyvna naftova
sverdlovyna No298";геологічна пам'ятка природи;місцевого значення;Львівська обл.;Бориславська міськрада;"N 49°17'16""";"E 23°24'14"""
П-3446;Група дерев;Hrupa derev;ботанічна пам'ятка природи;місцевого значення;Львівська обл.;Стрийська міськрада;"N 49°14'42""";"E 23°50'59"""
П-3454;"Джерело No11 (колишній Юзя)
курорту Трускавець";"Dzherelo No11 (kolyshnii Yuzia)
kurortu Truskavets";гідрологічна пам'ятка природи;місцевого значення;Львівська обл.;Трускавецька міськрада;"N 49°16'27""";"E 23°30'30"""
П-3455;Джерело No2 Магдалина;Dzherelo No2 Mahdalyna;гідрологічна пам'ятка природи;місцевого значення;Львівська обл.;Моршинська міськрада;"N 49°9'20""";"E 23°52'8"""
П-3456;Джерело No3 Людмила;Dzherelo No3 Liudmyla;гідрологічна пам'ятка природи;місцевого значення;Львівська обл.;Моршинська міськрада;"N 49°9'19""";"E 23°52'41"""
П-3457;Джерело No4;Dzherelo No4;гідрологічна пам'ятка природи;місцевого значення;Львівська обл.;Моршинська міськрада;"N 49°9'43""";"E 23°51'57"""
П-3466;Сквер ім. М. Солодкої;Skver im. M. Solodkoi;комплексна пам'ятка природи;місцевого значення;Львівська обл.;р-н Кам'янка-Бузький;"N 50°9'25""";"E 24°16'40"""
П-3478;Парк ім. Т. Шевченка;Park im. T. Shevchenka;парк;місцевого значення;Львівська обл.;Стрийська міськрада;"N 49°15'4""";"E 23°50'41"""
П-3488;"Джерело No6 (колишній
Едвард) курорту Трускавець";"Dzherelo No6 (kolyshnii Edvard)
kurortu Truskavets";гідрологічна пам'ятка природи;місцевого значення;Львівська обл.;Трускавецька міськрада;"N 49°16'37""";"E 23°29'51"""
П-3489;"Джерело No7 (колишній
Фердинанд) курорту
Трускавець";"Dzherelo No7 (kolyshnii
Ferdynand) kurortu Truskavets";гідрологічна пам'ятка природи;місцевого значення;Львівська обл.;Трускавецька міськрада;"N 49°16'58""";"E 23°30'40"""
П-3526;"Група вікових дубів, решток
природних дубових лісів";"Hrupa vikovykh dubiv, reshtok
pryrodnykh dubovykh lisiv";ботанічна пам'ятка природи;місцевого значення;Львівська обл.;Львівська міськрада;"N 49°51'23""";"E 24°3'19"""
П-3558;Група дерев та кущів;Hrupa derev ta kushchiv;ботанічна пам'ятка природи;місцевого значення;Львівська обл.;Стрийська міськрада;"N 49°14'34""";"E 23°50'43"""
П-3563;Кипарисовик горохоплідний;Kyparysovyk horokhoplidnyi;ботанічна пам'ятка природи;місцевого значення;Львівська обл.;Львівська міськрада;"N 49°51'28""";"E 23°59'43"""
П-3601;Кледрастис жовтий;Kledrastys zhovtyi;ботанічна пам'ятка природи;місцевого значення;Львівська обл.;Львівська міськрада;"N 49°49'34""";"E 23°58'23"""
П-3607;Новояричівський парк;Novoiarychivskyi park;парк;місцевого значення;Львівська обл.;р-н Яворівський;"N 49°55'42""";"E 23°34'15"""
П-3611;Парк Залізна Вода;Park Zalizna Voda;парк;місцевого значення;Львівська обл.;Львівська міськрада;"N 49°52'2""";"E 24°0'40"""
П-3621;Завадівський;Zavadivskyi;заказник лісовий;місцевого значення;Львівська обл.;р-н Яворівський;"N 49°57'50""";"E 23°52'5"""
П-3623;"Бориславський розріз
палеогену";Boryslavskyi rozriz paleohenu;геологічна пам'ятка природи;місцевого значення;Львівська обл.;Бориславська міськрада;"N 49°17'36""";"E 23°25'48"""
П-3627;Бердо;Berdo;заказник ландшафтний;загальнодержавного значення;Львівська обл.;р-н Сколівський;"N 48°48'52""";"E 23°15'39"""
П-3639;Група сріблястих смерек;Hrupa sribliastykh smerek;ботанічна пам'ятка природи;місцевого значення;Львівська обл.;Дрогобицька міськрада;"N 49°21'26""";"E 23°32'38"""
П-3642;Парк Снопківський;Park Snopkivskyi;парк;місцевого значення;Львівська обл.;Львівська міськрада;"N 49°52'22""";"E 24°2'52"""
П-3652;Львівський;Lvivskyi;заказник лісовий;місцевого значення;Львівська обл.;Львівська міськрада;"N 49°49'41""";"E 24°6'31"""
П-3653;Любінський;Liubinskyi;заказник лісовий;місцевого значення;Львівська обл.;р-н Городоцький;"N 49°43'24""";"E 23°47'36"""
П-3660;Магнолія китайська;Mahnoliia kytaiska;ботанічна пам'ятка природи;місцевого значення;Львівська обл.;Дрогобицька міськрада;"N 49°20'56""";"E 23°32'4"""
П-3670;Група тисів (4 екз.);Hrupa tysiv (4 ekz.);ботанічна пам'ятка природи;місцевого значення;Львівська обл.;Дрогобицька міськрада;"N 49°20'23""";"E 23°31'35"""
П-3673;Оцтове дерево;Otstove derevo;ботанічна пам'ятка природи;місцевого значення;Львівська обл.;Дрогобицька міськрада;"N 49°21'56""";"E 23°33'26"""
П-3690;Діброва;Dibrova;заказник загальнозоологічний;загальнодержавного значення;Львівська обл.;р-н Жидачівський;"N 49°23'24""";"E 24°16'35"""
П-3698;Страдчанська;Stradchanska;комплексна пам'ятка природи;місцевого значення;Львівська обл.;р-н Яворівський;"N 49°53'39""";"E 23°46'21"""
П-37;Розточчя;Roztochchia;природний заповідник;загальнодержавного значення;Львівська обл.;р-н Яворівський;"N 49°55'59""";"E 23°44'55"""
П-3700;Чорний парк;Chornyi park;парк;місцевого значення;Львівська обл.;р-н Кам'янка-Бузький;"N 50°6'11""";"E 24°20'23"""
П-3706;"Ботанічний сад Львівського
державного лісотехнічного
університету";"Botanichnyi sad Lvivskoho
derzhavnoho lisotekhnichnoho
universytetu";ботанічний сад;загальнодержавного значення;Львівська обл.;Львівська міськрада;"N 49°49'52""";"E 24°1'53"""
П-3710;Ялиця одноколірна;Yalytsia odnokolirna;ботанічна пам'ятка природи;місцевого значення;Львівська обл.;Львівська міськрада;"N 49°52'4""";"E 23°55'45"""
П-3742;Парк ім. генерала Васильєва;Park im. henerala Vasylieva;парк;місцевого значення;Львівська обл.;Дрогобицька міськрада;"N 49°21'8""";"E 23°29'57"""
П-3744;"Парк кінця XIX ст. ""На Валах""";"Park kintsia Xix st. ""na Valakh""";парк;місцевого значення;Львівська обл.;Львівська міськрада;"N 49°50'45""";"E 23°58'44"""
П-3745;"Парк культури і відпочинку ім.
Б. Хмельницького";"Park kultury i vidpochynku im. B.
Khmelnytskoho";парк;місцевого значення;Львівська обл.;Львівська міськрада;"N 49°50'3""";"E 24°1'45"""
П-3746;Парк курортний;Park kurortnyi;парк;місцевого значення;Львівська обл.;р-н Стрийський;"N 49°8'40""";"E 23°51'29"""
П-3748;Парк Високий замок;Park Vysokyi zamok;парк;місцевого значення;Львівська обл.;Львівська міськрада;"N 49°50'57""";"E 24°2'19"""
П-3751;Лісопарк Погулянка;Lisopark Pohulianka;ботанічна пам'ятка природи;місцевого значення;Львівська обл.;Львівська міськрада;"N 49°51'38""";"E 24°0'47"""
П-3770;Кортумова гора;Kortumova hora;геологічна пам'ятка природи;місцевого значення;Львівська обл.;Львівська міськрада;"N 49°51'58""";"E 23°58'7"""
П-3783;Магнолія Кобус;Mahnoliia Kobus;ботанічна пам'ятка природи;місцевого значення;Львівська обл.;Львівська міськрада;"N 49°54'5""";"E 23°56'10"""
П-3784;Магнолія Кобус;Mahnoliia Kobus;ботанічна пам'ятка природи;місцевого значення;Львівська обл.;Львівська міськрада;"N 49°48'44""";"E 24°2'52"""
П-3786;Магнолія Кобус (3 екз.);Mahnoliia Kobus (3 ekz.);ботанічна пам'ятка природи;місцевого значення;Львівська обл.;Львівська міськрада;"N 49°49'4""";"E 23°57'42"""
П-3789;Тис ягідний (3 екз.);Tys yahidnyi (3 ekz.);ботанічна пам'ятка природи;місцевого значення;Львівська обл.;Львівська міськрада;"N 49°48'22""";"E 23°59'39"""
П-3791;Медова печера;Medova pechera;геологічна пам'ятка природи;місцевого значення;Львівська обл.;Львівська міськрада;"N 49°52'25""";"E 23°56'53"""
П-3799;Два вікових дуби;Dva vikovykh duby;ботанічна пам'ятка природи;місцевого значення;Львівська обл.;Трускавецька міська рада;"N 49°15'52""";"E 23°30'29"""
П-38;Сколівськи Бескиди;Skolivski Beskydy;національний природний парк;загальнодержавного значення;Львівська обл.;"р-н Сколівський, р-н
Турківський, р-н
Дрогобицький";"N 49°14'26""";"E 23°19'35"""
П-3826;Парк Нижанківського;Park Nyzhankivskoho;парк;місцевого значення;Львівська обл.;Стрийська міськрада;"N 49°15'16""";"E 23°51'35"""
П-3831;Джерело No1 Боніфацій;Dzherelo No1 Bonifatsii;гідрологічна пам'ятка природи;місцевого значення;Львівська обл.;Моршинська міськрада;"N 49°9'7""";"E 23°52'6"""
П-3863;"Джерело No1 Нафтуся курорту
Трускавець";"Dzherelo No1 Naftusia kurortu
Truskavets";гідрологічна пам'ятка природи;місцевого значення;Львівська обл.;Трускавецька міськрада;"N 49°16'14""";"E 23°29'59"""
П-3867;"Ботанічний сад Львівського
державного університету ім.
І.Франка";"Botanichnyi sad Lvivskoho
derzhavnoho universytetu im.
I.franka";ботанічний сад;загальнодержавного значення;Львівська обл.;Львівська міськрада;"N 49°49'48""";"E 24°3'57"""
П-3871;Бук червонолистий (2 екз.);Buk chervonolystyi (2 ekz.);ботанічна пам'ятка природи;місцевого значення;Львівська обл.;Дрогобицька міськрада;"N 49°20'39""";"E 23°30'45"""
П-3881;Чортова скеля;Chortova skelia;заказник лісовий;місцевого значення;Львівська обл.;Львівська міськрада;"N 49°47'44""";"E 24°6'39"""
П-3898;Пониківський;Ponykivskyi;заказник гідрологічний;місцевого значення;Львівська обл.;р-н Бродівський;"N 49°57'39""";"E 25°10'54"""
П-39;Яворівський;Yavorivskyi;національний природний парк;загальнодержавного значення;Львівська обл.;р-н Яворівський;"N 49°59'50""";"E 23°42'30"""
П-3920;Міженець;Mizhenets;заповідне урочище;місцевого значення;Львівська обл.;р-н Старосамбірський;"N 49°36'58""";"E 22°59'53"""
П-4006;Віковий ясен;Vikovyi yasen;ботанічна пам'ятка природи;місцевого значення;Львівська обл.;Самбірська міськрада;"N 49°31'45""";"E 23°13'16"""
П-4062;Гінго;Hinho;ботанічна пам'ятка природи;місцевого значення;Львівська обл.;Дрогобицька міськрада;"N 49°20'47""";"E 23°29'22"""
П-4090;Парикове дерево;Parykove derevo;ботанічна пам'ятка природи;місцевого значення;Львівська обл.;Львівська міськрада;"N 49°48'38""";"E 24°0'50"""
П-4091;Міженецький парк;Mizhenetskyi park;"парк-пам'ятка садово-паркового
мистецтва";загальнодержавного значення;Львівська обл.;р-н Старосамбірський;"N 49°40'20""";"E 22°54'55"""
П-4139;Платан;Platan;ботанічна пам'ятка природи;місцевого значення;Львівська обл.;Львівська міськрада;"N 49°49'23""";"E 23°59'54"""
П-4163;Коло Бадівського;Kolo Badivskoho;ботанічна пам'ятка природи;місцевого значення;Львівська обл.;р-н Кам'янка-Бузький;"N 50°6'32""";"E 24°15'34"""
П-4164;Конвалія;Konvaliia;ботанічна пам'ятка природи;місцевого значення;Львівська обл.;р-н Бродівський;"N 50°3'41""";"E 25°10'55"""
П-417;Верхньодністровські Бескиди;Verkhnodnistrovski Beskydy;регіональний ландшафтний парк;місцевого значення;Львівська обл.;р-н Старосамбірський;"N 49°26'55""";"E 22°44'12"""
П-4177;Гінкго дволопатеве;Hinkho dvolopateve;ботанічна пам'ятка природи;місцевого значення;Львівська обл.;Львівська міськрада;"N 49°50'44""";"E 23°57'34"""
П-420;Знесіння;Znesinnia;регіональний ландшафтний парк;місцевого значення;Львівська обл.;Львівська міськрада;"N 49°50'52""";"E 24°3'23"""
П-4215;Магнолія Суланжа;Mahnoliia Sulanzha;ботанічна пам'ятка природи;місцевого значення;Львівська обл.;Львівська міськрада;"N 49°49'21""";"E 23°58'56"""
П-4251;Магнолія верболиста;Mahnoliia verbolysta;ботанічна пам'ятка природи;місцевого значення;Львівська обл.;Львівська міськрада;"N 49°50'16""";"E 23°58'17"""
П-4282;Парк XIX ст.;Park Xix st.;парк;місцевого значення;Львівська обл.;р-н Кам'янка-Бузький;"N 50°4'37""";"E 24°25'39"""
П-4290;Сосна кедрова європейська;Sosna kedrova yevropeiska;ботанічна пам'ятка природи;місцевого значення;Львівська обл.;Львівська міськрада;"N 49°51'32""";"E 24°2'13"""
П-4318;Два джерела мінеральної води;Dva dzherela mineralnoi vody;гідрологічна пам'ятка природи;місцевого значення;Львівська обл.;р-н Дрогобицький;"N 49°15'31""";"E 23°21'15"""
П-4326;"Чотири дуби пірамідальної
форми";Chotyry duby piramidalnoi formy;ботанічна пам'ятка природи;місцевого значення;Львівська обл.;Самбірська міськрада;"N 49°31'11""";"E 23°12'14"""
П-4336;Сасівська;Sasivska;ботанічна пам'ятка природи;місцевого значення;Львівська обл.;р-н Бродівський;"N 49°53'15""";"E 25°0'11"""
П-4360;Свердловина No 20а;Sverdlovyna No 20a;гідрологічна пам'ятка природи;місцевого значення;Львівська обл.;р-н Стрийський;"N 49°8'41""";"E 23°53'1"""
П-4364;Розгірче;Rozghirche;заповідне урочище;місцевого значення;Львівська обл.;р-н Стрийський;"N 49°7'49""";"E 23°38'10"""
П-4420;Великий ліс;Velykyi lis;заказник лісовий;місцевого значення;Львівська обл.;р-н Сокальський;"N 50°26'18""";"E 24°20'33"""
П-4429;Винники;Vynnyky;ботанічна пам'ятка природи;місцевого значення;Львівська обл.;Львівська міськрада;"N 49°48'37""";"E 24°7'44"""
П-4525;Рацина;Ratsyna;заказник ботанічний;місцевого значення;Львівська обл.;р-н Турківський;"N 48°55'17""";"E 23°5'21"""
П-4625;Підкамінь;Pidkamin;заказник лісовий;місцевого значення;Львівська обл.;р-н Бродівський;"N 49°55'18""";"E 25°16'35"""
П-474;Гряда;Hriada;заказник лісовий;місцевого значення;Львівська обл.;р-н Жовківський;"N 49°55'36""";"E 23°58'37"""
П-4746;Відслонення;Vidslonennia;геологічна пам'ятка природи;місцевого значення;Львівська обл.;р-н Городоцький;"N 49°41'15""";"E 23°27'10"""
П-4794;Парк XIX ст.;Park Xix st.;парк;місцевого значення;Львівська обл.;Дрогобицька міськрада;"N 49°21'2""";"E 23°30'51"""
П-4804;Печера Писана криниця;Pechera Pysana krynytsia;геологічна пам'ятка природи;місцевого значення;Львівська обл.;р-н Сколівський;"N 48°50'49""";"E 23°27'18"""
П-4925;"Підлиська Гора (Гора Маркіяна
Шашкевича)";"Pidlyska Hora (hora Markiiana
Shashkevycha)";комплексна пам'ятка природи;місцевого значення;Львівська обл.;р-н Золочівський;"N 49°56'4""";"E 24°51'0"""
П-4934;Янівські чаплі;Yanivski chapli;заказник орнітологічний;місцевого значення;Львівська обл.;р-н Яворівський;"N 49°54'32""";"E 23°45'0"""
П-494;За гора;Za hora;заказник ентомологічний;місцевого значення;Львівська обл.;р-н Жовківський;"N 50°1'35""";"E 23°57'14"""
П-4994;Кремінь;Kremin;заповідне урочище;місцевого значення;Львівська обл.;р-н Сколівський;"N 48°56'36""";"E 23°25'46"""
П-5015;Віковий дуб;Vikovyi dub;ботанічна пам'ятка природи;місцевого значення;Львівська обл.;Стрийська міськрада;"N 49°15'17""";"E 23°49'9"""
П-504;Либохорівський;Lybokhorivskyi;заказник загальнозоологічний;місцевого значення;Львівська обл.;р-н Турківський;"N 48°54'7""";"E 22°57'5"""
П-5043;Печера;Pechera;геологічна пам'ятка природи;місцевого значення;Львівська обл.;р-н Турківський;"N 48°51'56""";"E 23°8'28"""
П-5080;Ялиця кавказька;Yalytsia kavkazka;ботанічна пам'ятка природи;місцевого значення;Львівська обл.;Львівська міськрада;"N 49°51'47""";"E 23°59'46"""
П-514;Пукачів;Pukachiv;заказник загальнозоологічний;місцевого значення;Львівська обл.;р-н Радехівський;"N 50°15'13""";"E 24°38'6"""
П-5222;Липа американська;Lypa amerykanska;ботанічна пам'ятка природи;місцевого значення;Львівська обл.;Львівська міськрада;"N 49°48'49""";"E 23°56'57"""
П-523;Зоологічний парк;Zoolohichnyi park;зоопарк;місцевого значення;Львівська обл.;р-н Пустомитівський;"N 49°46'52""";"E 23°52'5"""
П-532;Кемпа;Kempa;заказник ботанічний;місцевого значення;Львівська обл.;р-н Бродівський;"N 50°5'27""";"E 25°7'32"""
П-5330;Тис ягідний;Tys yahidnyi;ботанічна пам'ятка природи;місцевого значення;Львівська обл.;Трускавецька міськрада;"N 49°16'36""";"E 23°31'14"""
П-5344;Чайковицький;Chaikovytskyi;заказник гідрологічний;загальнодержавного значення;Львівська обл.;р-н Самбірський;"N 49°33'59""";"E 23°26'53"""
П-5379;Волицький;Volytskyi;заказник ботанічний;загальнодержавного значення;Львівська обл.;р-н Сокальський;"N 50°16'15""";"E 23°58'41"""
П-5391;Гледичія;Hledychiia;ботанічна пам'ятка природи;місцевого значення;Львівська обл.;Львівська міськрада;"N 49°49'48""";"E 23°56'21"""
П-5452;Дуб Івана Франка;Dub Ivana Franka;ботанічна пам'ятка природи;місцевого значення;Львівська обл.;Стрийська міськрада;"N 49°15'44""";"E 23°50'18"""
П-5460;Лешнівський;Leshnivskyi;заказник ботанічний;загальнодержавного значення;Львівська обл.;р-н Бродівський;"N 50°13'9""";"E 25°7'9"""
П-5590;Парк ім. Б. Хмельницького;Park im. B. Khmelnytskoho;парк;місцевого значення;Львівська обл.;Дрогобицька міськрада;"N 49°20'19""";"E 23°31'5"""
П-560;Макітра;Makitra;заказник ботанічний;місцевого значення;Львівська обл.;р-н Бродівський;"N 50°0'47""";"E 25°17'1"""
П-5600;Сосна румелійська;Sosna rumeliiska;ботанічна пам'ятка природи;місцевого значення;Львівська обл.;Львівська міськрада;"N 49°51'0""";"E 23°59'46"""
П-586;Надітичі;Naditychi;заказник ботанічний;місцевого значення;Львівська обл.;р-н Миколаївський;"N 49°27'46""";"E 23°58'33"""
П-606;Зелемінь;Zelemin;заказник ландшафтний;місцевого значення;Львівська обл.;р-н Сколівський;"N 48°59'27""";"E 23°33'19"""
П-625;Кошів;Koshiv;заказник ландшафтний;місцевого значення;Львівська обл.;р-н Миколаївський;"N 49°30'57""";"E 23°49'0"""
П-643;Липниківський;Lypnykivskyi;заказник ландшафтний;місцевого значення;Львівська обл.;р-н Пустомитівський;"N 49°40'14""";"E 24°4'15"""
П-688;Пукачів;Pukachiv;заказник загальнозоологічний;місцевого значення;Львівська обл.;р-н Радехівський;"N 50°17'12""";"E 24°42'57"""
П-79;Північне Поділля;Pivnichne Podillia;національний природний парк;загальнодержавного значення;Львівська обл.;"р-н Бродівський, р-н
Золочівський, р-н Буський";"N 49°55'0""";"E 25°6'0"""
П-881;Парк XIX ст.;Park Xix st.;парк;місцевого значення;Львівська обл.;р-н Стрийський;"N 49°12'22""";"E 23°54'51"""
П-89;Потелицький;Potelytskyi;заказник гідрологічний;загальнодержавного значення;Львівська обл.;р-н Жовківський;"N 50°13'53""";"E 23°32'14"""
П-915;Свіржський;Svirzhskyi;заказник ландшафтний;місцевого значення;Львівська обл.;р-н Перемишлянський;"N 49°38'46""";"E 24°23'33"""
П-931;Бузок угорський;Buzok uhorskyi;ботанічна пам'ятка природи;місцевого значення;Львівська обл.;р-н Сколівський;"N 48°49'18""";"E 23°10'15"""
П-981;Алея вікових лип;Aleia vikovykh lyp;ботанічна пам'ятка природи;місцевого значення;Львівська обл.;р-н Буський;"N 49°54'30""";"E 24°32'59"""
